building_id,building_name,building_type,location_city,climate_zone,year_built,floor_area_sqft,number_of_floors,occupancy_type,average_occupancy_rate,primary_material,facade_type,window_to_wall_ratio,insulation_level,hvac_system_type,lighting_system_type,renewable_energy_flag,solar_panel_capacity_kw,green_roof_flag,leed_certification_level,data_source,building_age,sustainability_score_band,building_performance_risk_score,building_performance_risk_category,lifecycle_cost_estimate,lifecycle_cost_per_sqft
BLDG_23857,PIER 56,Office,Seattle,4C (Marine),1900,71919.0,2,Office,0.89,Glass-heavy facade,Curtain Wall,0.71,Low,Standard HVAC,Incandescent,False,0.0,False,None,Seattle Open Data (2020),124,Low,9,High Risk,34742900.0,483.08
BLDG_26056,ST FLORENCE APT,Residential,Seattle,4C (Marine),1914,30040.0,3,Residential,0.92,Timber,Masonry,0.3,High,Heat Pump,LED,True,312.0,False,Silver,Seattle Open Data (2020),110,Moderate,3,Low Risk,10836300.0,360.73
BLDG_19903,VERSAILLES APARTMENTS,Residential,Seattle,4C (Marine),1991,41030.0,6,Residential,0.9,Brick,Masonry,0.27,Low,District Heating,LED,False,0.0,False,None,Seattle Open Data (2020),33,Low,6,Medium Risk,13606000.0,331.61
BLDG_24886,RCC,Office,Seattle,4C (Marine),1971,39953.0,2,Office,0.77,Concrete,Curtain Wall,0.54,Low,Standard HVAC,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020),53,Moderate,5,Medium Risk,15600000.0,390.46
BLDG_21398,CLEMENTS & RICE OFFICE BLDG- DEMOLISHED,Office,Seattle,4C (Marine),1920,28380.0,3,Office,0.94,Timber,Curtain Wall,0.39,Low,Mixed System,LED,False,0.0,False,None,Seattle Open Data (2020),104,Moderate,6,Medium Risk,10956200.0,386.05
BLDG_21299,THE STRATHMORE,Residential,Seattle,4C (Marine),1908,25800.0,3,Residential,0.9,Concrete,Window Wall,0.39,High,Heat Pump,LED,False,0.0,False,Platinum,Seattle Open Data (2020),116,High,5,Medium Risk,9189900.0,356.2
BLDG_50471,GROVE BALLARD,Residential,Seattle,4C (Marine),2019,33045.0,4,Residential,0.92,Composite,Window Wall,0.51,Medium,Heat Pump,Smart LED,True,369.7,False,Gold,Seattle Open Data (2020),5,High,0,Low Risk,11157400.0,337.64
BLDG_50513,ANCHOR FLATS APTS,Residential,Seattle,4C (Marine),2019,62929.0,6,Residential,0.89,Composite,Window Wall,0.52,High,Heat Pump,Smart LED,True,351.5,False,Silver,Seattle Open Data (2020),5,Moderate,0,Low Risk,19802000.0,314.67
BLDG_20059,TRAILSIDE APTS- demolished,Residential,Seattle,4C (Marine),1959,26157.0,3,Residential,0.95,Glass-heavy facade,Curtain Wall,0.69,High,Heat Pump,LED,False,0.0,False,Silver,Seattle Open Data (2020),65,Moderate,3,Low Risk,9170000.0,350.58
BLDG_52016,WEDGEWOOD ESTATES (BLDG. A/ BLDG #12),Residential,Seattle,4C (Marine),1980,44087.0,4,Residential,0.81,Steel,Curtain Wall,0.28,Medium,High Efficiency HVAC,LED,True,246.8,False,Gold,Seattle Open Data (2020),44,High,1,Low Risk,13864300.0,314.48
BLDG_27882,A E I,Office,Seattle,4C (Marine),1925,27938.0,2,Office,0.96,Composite,Curtain Wall,0.36,High,Heat Pump,Smart LED,True,143.6,False,Gold,Seattle Open Data (2020),99,High,4,Medium Risk,12363100.0,442.52
BLDG_24725,CURTAIN MFG- inactive demolished,Mixed Use,Seattle,4C (Marine),1926,20000.0,1,Mixed Use,0.93,Concrete,Curtain Wall,0.27,Low,Mixed System,LED,False,0.0,False,None,Seattle Open Data (2020),98,Low,5,Medium Risk,7693700.0,384.68
BLDG_19920,DEVONSHIRE APTS- Demo'd 2023,Residential,Seattle,4C (Marine),1925,44736.0,3,Residential,0.87,Concrete,Masonry,0.31,Low,Electric Resistance,Incandescent,False,0.0,False,None,Seattle Open Data (2020),99,Low,9,High Risk,16774600.0,374.97
BLDG_23301,HARBORVIEW APTS,Residential,Seattle,4C (Marine),1960,45564.0,7,Residential,0.89,Glass-heavy facade,Curtain Wall,0.76,High,District Heating,LED,False,0.0,False,Gold,Seattle Open Data (2020),64,High,5,Medium Risk,18146800.0,398.27
BLDG_20316,FAIRHAVEN APTS,Residential,Seattle,4C (Marine),1988,39319.0,4,Residential,0.92,Composite,Window Wall,0.52,High,Electric Resistance,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020),36,Moderate,3,Low Risk,11380000.0,289.43
BLDG_21265,PATAGONIA RETAIL STORE,Retail,Seattle,4C (Marine),1920,26400.0,2,Retail,0.94,Brick,Masonry,0.31,High,High Efficiency HVAC,LED,True,250.5,False,Platinum,Seattle Open Data (2020),104,High,2,Low Risk,7864500.0,297.9
BLDG_793,SEATTLE DESIGN CENTER,Mixed Use,Seattle,4C (Marine),1973,156188.0,2,Mixed Use,0.91,Steel,Insulated Panels,0.43,Low,Heat Pump,LED,False,0.0,False,None,Seattle Open Data (2020),51,Low,5,Medium Risk,64980800.0,416.04
BLDG_23295,WESTMINSTER APARTMENTS,Residential,Seattle,4C (Marine),1906,33872.0,4,Residential,0.96,Steel,Window Wall,0.4,High,High Efficiency HVAC,LED,True,364.1,False,Platinum,Seattle Open Data (2020),118,High,3,Low Risk,13539600.0,399.73
BLDG_50026,CHOPHOUSE ROW,Office,Seattle,4C (Marine),2015,37873.0,5,Office,0.91,Brick,Masonry,0.19,Low,High Efficiency HVAC,Fluorescent,True,127.6,False,None,Seattle Open Data (2020),9,Low,5,Medium Risk,15672200.0,413.81
BLDG_50040,ANTHEM ON 12TH,Residential,Seattle,4C (Marine),2014,116576.0,6,Residential,0.91,Brick,Masonry,0.19,High,Heat Pump,Smart LED,True,403.9,False,Gold,Seattle Open Data (2020),10,High,0,Low Risk,35005200.0,300.28
BLDG_21196,CASCADE TERRACE,Residential,Seattle,4C (Marine),1988,185403.0,4,Residential,0.82,Concrete,Rain Screen,0.39,High,Heat Pump,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020),36,Moderate,1,Low Risk,60560000.0,326.64
BLDG_24868,JESUS CHRIST LATTER DAY SAINTS,Mixed Use,Seattle,4C (Marine),1965,20140.0,1,Mixed Use,0.96,Concrete,Insulated Panels,0.28,Low,Standard HVAC,LED,False,0.0,False,None,Seattle Open Data (2020),59,Low,6,Medium Risk,7905000.0,392.5
BLDG_22486,CANAL BUILDING,Office,Seattle,4C (Marine),1982,25859.0,3,Office,0.93,Timber,Window Wall,0.43,High,Heat Pump,LED,True,67.0,False,Silver,Seattle Open Data (2020),42,Moderate,1,Low Risk,10361100.0,400.68
BLDG_458,NORTHGATE EXECUTIVE CENTER B,Office,Seattle,4C (Marine),1974,74880.0,5,Office,0.9,Steel,Window Wall,0.35,Medium,High Efficiency HVAC,LED,True,245.8,False,None,Seattle Open Data (2020),50,Low,4,Medium Risk,28845300.0,385.22
BLDG_19921,STONECLIFF APTS,Residential,Seattle,4C (Marine),1923,22400.0,3,Residential,0.88,Steel,Insulated Panels,0.45,High,Heat Pump,Smart LED,True,165.2,False,None,Seattle Open Data (2020),101,Moderate,2,Low Risk,7380300.0,329.48
BLDG_24136,PROVIDENCE PETER CLAVER HOUSE,Residential,Seattle,4C (Marine),2001,59846.0,3,Residential,0.83,Timber,Masonry,0.46,High,Heat Pump,LED,False,0.0,False,None,Seattle Open Data (2020),23,Low,4,Medium Risk,21159300.0,353.56
BLDG_49895,SQUARE ONE APARTMENTS,Residential,Seattle,4C (Marine),2014,109355.0,6,Residential,0.94,Timber,Insulated Panels,0.5,High,Heat Pump,LED,False,0.0,False,Gold,Seattle Open Data (2020),10,High,3,Low Risk,41242600.0,377.14
BLDG_25076,MELROSE EAST CONDOMINIUM,Residential,Seattle,4C (Marine),1978,51910.0,5,Residential,0.92,Brick,Masonry,0.24,High,Electric Resistance,LED,False,0.0,False,Certified,Seattle Open Data (2020),46,Moderate,4,Medium Risk,16774100.0,323.14
BLDG_24270,PHINNEY RIDGE LUTHERAN CHURCH,Mixed Use,Seattle,4C (Marine),1951,41600.0,2,Mixed Use,0.86,Timber,Window Wall,0.37,Medium,District Heating,LED,False,0.0,False,None,Seattle Open Data (2020),73,Low,5,Medium Risk,18462800.0,443.82
BLDG_26821,MCDONALD (SPS-DISTRICT),Educational,Seattle,4C (Marine),1925,51360.0,3,Educational,0.89,Composite,Curtain Wall,0.53,High,High Efficiency HVAC,Smart LED,False,0.0,False,None,Seattle Open Data (2020),99,Moderate,5,Medium Risk,21414600.0,416.95
BLDG_26724,GOVERNOR APARTMENTS,Residential,Seattle,4C (Marine),1926,20304.0,2,Residential,0.88,Concrete,Masonry,0.47,High,Heat Pump,Smart LED,True,175.6,False,Silver,Seattle Open Data (2020),98,Moderate,4,Medium Risk,7046700.0,347.06
BLDG_50870,Cedar Crossing,Residential,Seattle,4C (Marine),2022,338414.0,7,Residential,0.92,Steel,Curtain Wall,0.46,High,Heat Pump,LED,False,0.0,False,Gold,Seattle Open Data (2020),2,High,3,Low Risk,119275800.0,352.46
BLDG_21341,CASCADE COURT,Residential,Seattle,4C (Marine),1993,111954.0,5,Residential,0.94,Timber,Curtain Wall,0.31,High,District Heating,Smart LED,True,268.1,False,Gold,Seattle Open Data (2020),31,High,3,Low Risk,36204500.0,323.39
BLDG_20613,QFC WAREHOUSE,Mixed Use,Seattle,4C (Marine),1951,24000.0,1,Mixed Use,0.88,Timber,Masonry,0.25,Low,Electric Resistance,Fluorescent,False,0.0,False,Gold,Seattle Open Data (2020),73,Moderate,4,Medium Risk,10739000.0,447.46
BLDG_23108,HARBOR POINTE CONDOMINIUM,Residential,Seattle,4C (Marine),1986,33054.0,4,Residential,0.9,Concrete,Curtain Wall,0.45,High,High Efficiency HVAC,LED,False,0.0,False,Gold,Seattle Open Data (2020),38,High,1,Low Risk,10557300.0,319.4
BLDG_26007,BOLYSTON COURT APTS,Residential,Seattle,4C (Marine),1948,31457.0,2,Residential,0.96,Concrete,Insulated Panels,0.34,Medium,Heat Pump,LED,True,200.3,False,None,Seattle Open Data (2020),76,Moderate,4,Medium Risk,9907900.0,314.97
BLDG_26401,HIATT APARTMENTS,Residential,Seattle,4C (Marine),1959,26185.0,4,Residential,0.89,Timber,Masonry,0.41,Low,Standard HVAC,LED,False,0.0,False,Certified,Seattle Open Data (2020),65,Moderate,6,Medium Risk,8824400.0,337.0
BLDG_563,1130 BUILDING DARIGOLD HQ,Office,Seattle,4C (Marine),1914,89780.0,2,Office,0.83,Brick,Masonry,0.15,High,Heat Pump,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020),110,Moderate,2,Low Risk,34564900.0,385.0
BLDG_19864,COMPTON BUILDING,Office,Seattle,4C (Marine),1908,28800.0,3,Office,0.88,Concrete,Masonry,0.27,Low,Standard HVAC,LED,True,188.4,False,None,Seattle Open Data (2020),116,Moderate,4,Medium Risk,10688400.0,371.12
BLDG_19870,BAKHITA GARDENS,Residential,Seattle,4C (Marine),2000,36676.0,6,Residential,0.83,Glass-heavy facade,Curtain Wall,0.83,High,Heat Pump,LED,True,340.5,False,Gold,Seattle Open Data (2020),24,High,2,Low Risk,14080200.0,383.91
BLDG_50167,MERRILL GARDENS AT BALLARD,Residential,Seattle,4C (Marine),2016,115947.0,7,Residential,0.96,Glass-heavy facade,Curtain Wall,0.69,Medium,Mixed System,LED,True,378.2,False,None,Seattle Open Data (2020),8,Moderate,4,Medium Risk,38646600.0,333.31
BLDG_20586,BUCKLEY APTS,Residential,Seattle,4C (Marine),1928,34455.0,3,Residential,0.85,Concrete,Curtain Wall,0.38,Low,Heat Pump,Fluorescent,False,0.0,False,Certified,Seattle Open Data (2020),96,Moderate,7,High Risk,12247200.0,355.45
BLDG_22347,FIX BUILDING THE CONDOMINIUM,Residential,Seattle,4C (Marine),1910,34909.0,6,Residential,0.97,Timber,Masonry,0.52,High,Heat Pump,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020),114,High,2,Low Risk,11839400.0,339.15
BLDG_715,POLSON BUILDING,Office,Seattle,4C (Marine),1910,112560.0,6,Office,0.82,Glass-heavy facade,Curtain Wall,0.78,High,Heat Pump,LED,False,0.0,True,Silver,Seattle Open Data (2020),114,Moderate,2,Low Risk,47194700.0,419.28
BLDG_23531,SEVENTEEN07,Residential,Seattle,4C (Marine),1965,24754.0,3,Residential,0.92,Glass-heavy facade,Curtain Wall,0.85,High,District Heating,Smart LED,True,448.6,False,Certified,Seattle Open Data (2020),59,Moderate,3,Low Risk,9237600.0,373.18
BLDG_27655,AUDITORIUM APARTMENTS,Residential,Seattle,4C (Marine),1926,47276.0,4,Residential,0.91,Steel,Curtain Wall,0.37,High,Heat Pump,Smart LED,True,122.7,False,Certified,Seattle Open Data (2020),98,Moderate,2,Low Risk,15204300.0,321.61
BLDG_26705,GREYBAR BUILDING,Office,Seattle,4C (Marine),1930,36630.0,2,Office,0.93,Concrete,Rain Screen,0.53,High,High Efficiency HVAC,Smart LED,False,0.0,False,None,Seattle Open Data (2020),94,Moderate,6,Medium Risk,14836200.0,405.03
BLDG_50337,A. W. LARSON BUILDING,Residential,Seattle,4C (Marine),2016,34618.0,5,Residential,0.91,Brick,Masonry,0.25,High,Heat Pump,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020),8,Moderate,1,Low Risk,10764100.0,310.94
BLDG_20383,CITY VIEWS APTS,Residential,Seattle,4C (Marine),1992,121037.0,4,Residential,0.89,Concrete,Masonry,0.42,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),32,High,1,Low Risk,38148100.0,315.18
BLDG_50306,2701 EASTLAKE,Office,Seattle,4C (Marine),1970,91551.0,3,Office,0.89,Glass-heavy facade,Curtain Wall,0.84,Medium,High Efficiency HVAC,LED,False,0.0,False,Gold,Seattle Open Data (2020),54,High,2,Low Risk,38416700.0,419.62
BLDG_21448,BOXCAR APARTMENTS,Residential,Seattle,4C (Marine),2013,102120.0,7,Residential,0.94,Composite,Rain Screen,0.33,High,Heat Pump,LED,True,331.5,False,Gold,Seattle Open Data (2020),11,High,2,Low Risk,32544800.0,318.69
BLDG_19947,CARKEEK PARK PLACE APARTMENTS,Residential,Seattle,4C (Marine),1999,126436.0,4,Residential,0.93,Composite,Masonry,0.42,High,Heat Pump,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020),25,High,2,Low Risk,44445800.0,351.53
BLDG_50023,VELO  APARTMENTS - FREMONT,Residential,Seattle,4C (Marine),2014,182378.0,4,Residential,0.89,Timber,Insulated Panels,0.26,High,Heat Pump,Smart LED,True,205.4,False,Gold,Seattle Open Data (2020),10,High,0,Low Risk,56618500.0,310.45
BLDG_27569,LUMEN CONDO,Residential,Seattle,4C (Marine),2006,97855.0,3,Residential,0.95,Concrete,Rain Screen,0.29,Medium,High Efficiency HVAC,Smart LED,True,422.0,False,Gold,Seattle Open Data (2020),18,High,3,Low Risk,33797500.0,345.38
BLDG_22670,BALLARD LANDMARK,Residential,Seattle,4C (Marine),2008,197368.0,6,Residential,0.91,Concrete,Rain Screen,0.3,Medium,Standard HVAC,LED,True,409.2,False,None,Seattle Open Data (2020),16,Low,5,Medium Risk,57989900.0,293.82
BLDG_26140,LAKE UNION TOWER,Residential,Seattle,4C (Marine),1995,33978.0,6,Residential,0.89,Glass-heavy facade,Curtain Wall,0.78,High,Heat Pump,Smart LED,True,14.3,False,Silver,Seattle Open Data (2020),29,Moderate,0,Low Risk,11393900.0,335.33
BLDG_373,FOURTH & BLANCHARD BUILDING,Office,Seattle,4C (Marine),1979,543876.0,24,Office,0.95,Steel,Curtain Wall,0.36,High,District Heating,Smart LED,False,0.0,False,None,Seattle Open Data (2020),45,Moderate,3,Low Risk,203087800.0,373.41
BLDG_50889,ONNI SOUTH LAKE UNION,Residential,Seattle,4C (Marine),2023,1546084.0,41,Residential,0.93,Concrete,Insulated Panels,0.35,Medium,Mixed System,LED,False,0.0,False,None,Seattle Open Data (2020),1,Low,5,Medium Risk,524876200.0,339.49
BLDG_27888,SUNRISE CASCADE,Residential,Seattle,4C (Marine),2000,33480.0,5,Residential,0.9,Steel,Window Wall,0.29,High,Heat Pump,LED,False,0.0,False,Gold,Seattle Open Data (2020),24,High,1,Low Risk,10753000.0,321.18
BLDG_24461,OUTDOOR EMPORIUM,Retail,Seattle,4C (Marine),1975,43794.0,1,Retail,0.84,Brick,Masonry,0.19,Medium,District Heating,LED,True,118.4,False,Platinum,Seattle Open Data (2020),49,High,1,Low Risk,11993500.0,273.86
BLDG_24144,HOLLY TERRACE CONDOMINIUM,Residential,Seattle,4C (Marine),1969,22207.0,4,Residential,0.93,Brick,Masonry,0.22,High,Heat Pump,LED,False,0.0,False,Gold,Seattle Open Data (2020),55,High,2,Low Risk,7477400.0,336.71
BLDG_26269,HUDSON HOUSE,Residential,Seattle,4C (Marine),1906,25536.0,3,Residential,0.82,Glass-heavy facade,Curtain Wall,0.83,Medium,District Heating,LED,False,0.0,False,None,Seattle Open Data (2020),118,Low,7,High Risk,11348300.0,444.4
BLDG_50160,AMAZON DOPPLER BUILDING,Office,Seattle,4C (Marine),2016,1496961.0,37,Office,0.88,Steel,Curtain Wall,0.51,High,Heat Pump,LED,True,400.9,True,Gold,Seattle Open Data (2020),8,High,2,Low Risk,710216400.0,474.44
BLDG_25241,VERIDIAN COVE CONDOMINIUM,Residential,Seattle,4C (Marine),1988,166858.0,3,Residential,0.91,Concrete,Window Wall,0.36,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),36,Moderate,5,Medium Risk,52212900.0,312.92
BLDG_40067,OLYMPIC BLOCK BUILDING-COMMERCIAL,Office,Seattle,4C (Marine),1985,91466.0,6,Office,0.93,Timber,Window Wall,0.33,High,Mixed System,LED,False,0.0,False,Silver,Seattle Open Data (2020),39,Moderate,1,Low Risk,36704100.0,401.29
BLDG_49923,THE TOWNE APTS,Residential,Seattle,4C (Marine),2014,233528.0,5,Residential,0.9,Composite,Rain Screen,0.35,High,High Efficiency HVAC,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020),10,Moderate,3,Low Risk,70419800.0,301.55
BLDG_50155,FIRENZE APODMENT,Residential,Seattle,4C (Marine),2016,25020.0,5,Residential,0.97,Brick,Masonry,0.33,High,Heat Pump,LED,True,204.9,False,Gold,Seattle Open Data (2020),8,High,1,Low Risk,8321700.0,332.6
BLDG_455,JUXT APARTMENTS (2017),Residential,Seattle,4C (Marine),2016,391386.0,7,Residential,0.83,Steel,Masonry,0.43,High,Heat Pump,LED,True,187.2,False,Gold,Seattle Open Data (2020),8,High,0,Low Risk,121329700.0,310.0
BLDG_751,BLANCHARD PLAZA,Office,Seattle,4C (Marine),1983,378002.0,15,Office,0.85,Composite,Rain Screen,0.27,High,District Heating,LED,True,430.9,False,Gold,Seattle Open Data (2020),41,High,1,Low Risk,140473400.0,371.62
BLDG_756,OLD NAVY,Retail,Seattle,4C (Marine),1929,78920.0,4,Retail,0.89,Glass-heavy facade,Curtain Wall,0.85,High,Heat Pump,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020),95,High,3,Low Risk,28712700.0,363.82
BLDG_21884,BRENTWOOD SQUARE APTS,Residential,Seattle,4C (Marine),1967,116143.0,3,Residential,0.89,Glass-heavy facade,Curtain Wall,0.84,Medium,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),57,High,2,Low Risk,43559700.0,375.05
BLDG_50260,EXCELSIOR APARTMENTS,Residential,Seattle,4C (Marine),2015,263321.0,9,Residential,0.9,Timber,Rain Screen,0.39,Medium,District Heating,LED,False,0.0,False,Gold,Seattle Open Data (2020),9,High,2,Low Risk,81061800.0,307.84
BLDG_49873,VIKTORIA APARTMENTS,Residential,Seattle,4C (Marine),2014,237186.0,25,Residential,0.98,Steel,Curtain Wall,0.43,Low,Standard HVAC,LED,False,0.0,False,None,Seattle Open Data (2020),10,Low,10,Critical Risk,85152800.0,359.01
BLDG_24664,MELROSE TERRACE COOP,Residential,Seattle,4C (Marine),1961,144995.0,9,Residential,0.88,Concrete,Curtain Wall,0.44,Medium,District Heating,LED,False,0.0,False,Silver,Seattle Open Data (2020),63,Moderate,4,Medium Risk,49616400.0,342.19
BLDG_716,WESTERN BUILDING,Office,Seattle,4C (Marine),1910,86204.0,6,Office,0.81,Timber,Window Wall,0.45,High,High Efficiency HVAC,LED,True,432.4,True,Gold,Seattle Open Data (2020),114,High,3,Low Risk,41517300.0,481.62
BLDG_22896,AIRE APARTMENTS,Residential,Seattle,4C (Marine),1991,48632.0,5,Residential,0.9,Brick,Masonry,0.3,High,Heat Pump,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020),33,Moderate,2,Low Risk,14399000.0,296.08
BLDG_27145,MILLENNIUM TOWER,Office,Seattle,4C (Marine),2000,390390.0,6,Office,0.87,Concrete,Insulated Panels,0.26,High,Heat Pump,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020),24,Moderate,2,Low Risk,136412000.0,349.42
BLDG_27417,ELLIPSE APARTMENTS,Residential,Seattle,4C (Marine),2006,82254.0,6,Residential,0.96,Brick,Masonry,0.35,High,Heat Pump,Smart LED,True,329.0,False,Silver,Seattle Open Data (2020),18,Moderate,0,Low Risk,25356000.0,308.26
BLDG_19758,2300 ELLIOTT,Residential,Seattle,4C (Marine),1990,112676.0,6,Residential,0.89,Timber,Window Wall,0.36,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),34,High,1,Low Risk,37827400.0,335.72
BLDG_19924,THE DAVENPORT,Residential,Seattle,4C (Marine),1925,33880.0,3,Residential,0.85,Steel,Masonry,0.53,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),99,Low,9,High Risk,17936500.0,529.41
BLDG_50487,CRANE AT INTERBAY,Residential,Seattle,4C (Marine),2018,35260.0,6,Residential,0.84,Steel,Masonry,0.51,Medium,High Efficiency HVAC,LED,False,0.0,False,Gold,Seattle Open Data (2020),6,High,3,Low Risk,13927600.0,395.0
BLDG_19781,AMESBURY COURT APARTMENTS -  BLDG C,Residential,Seattle,4C (Marine),1990,43228.0,4,Residential,0.91,Steel,Masonry,0.32,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),34,High,1,Low Risk,13642300.0,315.59
BLDG_40027,MERCY MAGNUSON PLACE - BUILDING 9 - SAND POINT,Residential,Seattle,4C (Marine),2019,213076.0,3,Residential,0.89,Concrete,Window Wall,0.5,High,Mixed System,LED,False,0.0,False,None,Seattle Open Data (2020),5,Low,3,Low Risk,62356400.0,292.65
BLDG_442,333 DEXTER AVE N,Office,Seattle,4C (Marine),2018,934154.0,12,Office,0.9,Composite,Masonry,0.37,High,District Heating,Smart LED,True,248.6,True,Silver,Seattle Open Data (2020),6,Moderate,0,Low Risk,338180700.0,362.02
BLDG_22261,RUDD COMPANY,Mixed Use,Seattle,4C (Marine),1975,41478.0,3,Mixed Use,0.86,Glass-heavy facade,Curtain Wall,0.74,High,Heat Pump,Smart LED,False,0.0,False,None,Seattle Open Data (2020),49,Moderate,3,Low Risk,17754400.0,428.04
BLDG_21665,TERRACE VIEW APTS,Residential,Seattle,4C (Marine),2000,30648.0,6,Residential,0.92,Brick,Masonry,0.32,High,District Heating,LED,True,113.0,False,Gold,Seattle Open Data (2020),24,High,0,Low Risk,9129400.0,297.88
BLDG_20377,WASHINGTON CARE CENTER,Mixed Use,Seattle,4C (Marine),1981,58665.0,3,Mixed Use,0.96,Glass-heavy facade,Curtain Wall,0.83,High,Heat Pump,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020),43,Moderate,6,Medium Risk,34834400.0,593.79
BLDG_465,1000 DENNY WAY BUILDING,Office,Seattle,4C (Marine),1929,287819.0,8,Office,0.8,Steel,Masonry,0.34,Medium,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),95,Low,7,High Risk,156991800.0,545.45
BLDG_749,FOURTH & VINE BLDG,Office,Seattle,4C (Marine),1975,150000.0,8,Office,0.85,Steel,Curtain Wall,0.28,High,High Efficiency HVAC,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020),49,Moderate,2,Low Risk,59338600.0,395.59
BLDG_24765,LA ROMARR APT'S,Residential,Seattle,4C (Marine),1967,20132.0,4,Residential,0.89,Glass-heavy facade,Curtain Wall,0.79,Low,Mixed System,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),57,Low,6,Medium Risk,7671600.0,381.06
BLDG_571,NORTHWEST CENTER INDUSTRIES,Mixed Use,Seattle,4C (Marine),1989,98024.0,2,Mixed Use,0.95,Composite,Window Wall,0.46,Medium,Heat Pump,LED,False,0.0,False,Certified,Seattle Open Data (2020),35,Moderate,2,Low Risk,34938900.0,356.43
BLDG_49732,SEATTLE CHILDREN'S HOSPITAL BUILDING HOPE,Healthcare,Seattle,4C (Marine),2013,330000.0,8,Healthcare,0.96,Brick,Masonry,0.27,High,Heat Pump,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020),11,High,6,Medium Risk,252967900.0,766.57
BLDG_21298,FIRST AND REPUBLICAN APTS,Residential,Seattle,4C (Marine),1999,65712.0,6,Residential,0.86,Steel,Window Wall,0.44,Medium,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),25,High,1,Low Risk,19979200.0,304.04
BLDG_49467,THE JEFFERSON ON JEFFERSON & 12TH,Residential,Seattle,4C (Marine),2012,57495.0,6,Residential,0.97,Brick,Masonry,0.35,High,High Efficiency HVAC,Smart LED,True,358.4,False,Gold,Seattle Open Data (2020),12,High,2,Low Risk,21590300.0,375.52
BLDG_22577,WAREHOUSE,Mixed Use,Seattle,4C (Marine),1960,36498.0,2,Mixed Use,0.96,Composite,Masonry,0.29,High,District Heating,LED,True,130.7,False,Gold,Seattle Open Data (2020),64,High,1,Low Risk,14133400.0,387.24
BLDG_711,PUBLIC STORAGE (STORE 8495),Mixed Use,Seattle,4C (Marine),1912,95330.0,5,Mixed Use,0.93,Steel,Masonry,0.48,High,High Efficiency HVAC,LED,False,0.0,False,None,Seattle Open Data (2020),112,Moderate,4,Medium Risk,36037800.0,378.03
BLDG_828,SWEDISH MEDICAL CENTER FIRST HILL - Campus,Healthcare,Seattle,4C (Marine),1994,2080885.0,14,Healthcare,0.9,Glass-heavy facade,Curtain Wall,0.76,Medium,Heat Pump,LED,True,185.6,False,Gold,Seattle Open Data (2020),30,High,0,Low Risk,1379833200.0,663.1
BLDG_50307,AUGUSTA APARTMENTS,Residential,Seattle,4C (Marine),1970,257903.0,7,Residential,0.9,Glass-heavy facade,Curtain Wall,0.75,High,Heat Pump,Smart LED,True,325.3,False,Platinum,Seattle Open Data (2020),54,High,3,Low Risk,112513300.0,436.26
BLDG_22334,LEVA ON MARKET APTS,Residential,Seattle,4C (Marine),2008,361727.0,8,Residential,0.9,Composite,Curtain Wall,0.35,High,High Efficiency HVAC,Smart LED,True,407.3,False,Platinum,Seattle Open Data (2020),16,High,0,Low Risk,119610600.0,330.67
BLDG_50377,O2 Apartments,Residential,Seattle,4C (Marine),2018,167344.0,12,Residential,0.85,Steel,Rain Screen,0.47,High,Mixed System,LED,True,320.8,False,Silver,Seattle Open Data (2020),6,Moderate,2,Low Risk,51683900.0,308.85
BLDG_21524,MINOR TOWER APARTMENTS,Residential,Seattle,4C (Marine),1974,37361.0,4,Residential,0.86,Timber,Window Wall,0.51,Low,Standard HVAC,LED,False,0.0,False,None,Seattle Open Data (2020),50,Moderate,5,Medium Risk,11947800.0,319.79
BLDG_20890,ASB SCHOOL,Educational,Seattle,4C (Marine),1986,23190.0,1,Educational,0.87,Concrete,Masonry,0.46,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),38,Low,8,High Risk,9675100.0,417.21
