operation_id,building_id,reporting_year,annual_energy_use_kbtu,energy_use_intensity_kbtu_sqft,annual_electricity_cost,annual_water_cost,annual_maintenance_cost,annual_operating_cost,carbon_emissions_metric_tons,energy_star_score,peak_demand_kw,water_use_gallons,operating_cost_per_sqft,emissions_intensity,energy_efficiency_rating,energy_cost_per_sqft,emissions_per_sqft,high_energy_use_flag,high_emissions_flag,retrofit_needed_flag
OP_0581,BLDG_20223,2024,537116.0,25.0,14800.0,10400.0,34900.0,60100.0,3.1,81,70.1,693330.0,2.8,0.15,Excellent,0.69,0.0001,False,False,False
OP_0582,BLDG_19690,2024,2140935.0,39.5,74900.0,45000.0,122500.0,242400.0,72.0,79,289.1,3000000.0,2.75,0.85,Good,0.85,0.0008,False,False,False
OP_0583,BLDG_26907,2024,1819212.0,50.40000153,62100.0,23700.0,74200.0,160000.0,50.0,86,168.8,1580000.0,3.06,1.44,Excellent,1.19,0.001,True,True,False
OP_0584,BLDG_50864,2024,6586723.0,34.0,167600.0,99000.0,243100.0,509700.0,111.8,94,615.4,6600000.0,2.63,0.71,Excellent,0.86,0.0006,False,False,False
OP_0585,BLDG_19906,2024,4116131.0,24.20000076,120200.0,88300.0,278600.0,487100.0,24.1,96,596.7,5886670.0,2.58,0.19,Excellent,0.64,0.0001,False,False,False
OP_0586,BLDG_50464,2024,729475.0,22.70000076,25500.0,15400.0,38700.0,79600.0,4.2,92,102.4,1026670.0,2.48,0.13,Excellent,0.79,0.0001,False,False,False
OP_0587,BLDG_22919,2024,855102.0,30.70000076,12000.0,19100.0,47500.0,78600.0,5.0,91,111.3,1273330.0,2.26,0.14,Excellent,0.34,0.0001,False,False,False
OP_0588,BLDG_21676,2024,781036.0,28.89999962,27300.0,21800.0,60200.0,109300.0,4.5,96,131.3,1453330.0,2.63,0.17,Excellent,0.66,0.0001,False,False,False
OP_0589,BLDG_49736,2024,3546974.0,91.0,124100.0,11700.0,33000.0,168800.0,115.5,11,104.9,780000.0,6.04,5.11,Poor,4.44,0.0041,True,True,True
OP_0590,BLDG_27821,2024,8858746.0,188.6000061,310100.0,6600.0,65000.0,381700.0,241.1,80,146.5,440000.0,8.53,5.39,Excellent,6.93,0.0054,True,True,False
OP_0591,BLDG_20768,2024,594656.0,22.0,20800.0,9000.0,45400.0,75200.0,17.6,72,89.9,600000.0,2.79,0.65,Good,0.77,0.0007,False,False,False
OP_0592,BLDG_148,2024,1773472.0,22.39999962,32600.0,10700.0,77600.0,120900.0,10.3,75,183.6,713330.0,2.18,0.19,Good,0.59,0.0002,False,False,False
OP_0593,BLDG_49829,2024,6186086.0,77.5,216500.0,22400.0,93000.0,331900.0,165.0,67,268.4,1493330.0,4.16,2.27,Good,2.71,0.0021,True,True,False
OP_0594,BLDG_24720,2024,864231.0,38.29999924,30200.0,4700.0,33900.0,68800.0,10.2,90,72.3,313330.0,3.05,0.45,Excellent,1.34,0.0005,False,False,False
OP_0595,BLDG_26139,2024,554123.0,22.20000076,19400.0,8200.0,44200.0,71800.0,3.2,98,95.7,546670.0,2.36,0.13,Excellent,0.64,0.0001,False,False,False
OP_0596,BLDG_19501,2024,1936130.0,50.29999924,67800.0,9100.0,60500.0,137400.0,39.9,58,131.8,606670.0,3.57,1.04,Fair,1.76,0.001,False,False,True
OP_0597,BLDG_28006,2024,2246214.0,156.0,78600.0,10000.0,42200.0,130800.0,103.5,5,92.3,666670.0,5.38,4.25,Poor,3.23,0.0043,True,True,True
OP_0598,BLDG_622,2024,3313311.0,43.5,48600.0,13600.0,126900.0,189100.0,116.6,82,249.1,906670.0,2.47,1.52,Excellent,0.64,0.0015,False,False,False
OP_0599,BLDG_433,2024,18768154.0,22.5,656900.0,180100.0,1309400.0,2146400.0,226.3,92,2748.5,12006670.0,2.49,0.26,Excellent,0.76,0.0003,False,False,False
OP_0600,BLDG_24626,2024,3777848.0,37.5,105300.0,70000.0,167800.0,343100.0,94.4,98,412.5,4666670.0,2.62,0.92,Excellent,0.8,0.0007,False,False,False
OP_0601,BLDG_20009,2024,882204.0,25.10000038,30900.0,20200.0,47600.0,98700.0,7.2,61,126.3,1346670.0,2.66,0.19,Good,0.83,0.0002,False,False,False
OP_0602,BLDG_632,2024,1626311.0,24.79999924,56900.0,15100.0,114300.0,186300.0,9.5,94,239.1,1006670.0,2.47,0.15,Excellent,0.76,0.0001,False,False,False
OP_0603,BLDG_20169,2024,652192.0,25.60000038,22800.0,11800.0,33600.0,68200.0,3.8,92,81.3,786670.0,2.68,0.15,Excellent,0.89,0.0001,False,False,False
OP_0604,BLDG_475,2024,27412582.0,68.69999695,959400.0,130400.0,718000.0,1807800.0,606.8,67,1885.4,8693330.0,3.23,1.71,Good,1.71,0.0011,True,True,False
OP_0605,BLDG_498,2024,47756012.0,212.8999939,1671500.0,216300.0,419300.0,2307100.0,1373.3,37,1255.9,14420000.0,6.56,6.83,Poor,4.75,0.0039,True,True,True
OP_0606,BLDG_21883,2024,1395406.0,63.29999924,48800.0,6800.0,37300.0,92900.0,61.4,14,82.3,453330.0,4.21,2.78,Poor,2.21,0.0028,True,True,True
OP_0607,BLDG_26713,2024,3003923.0,43.79999924,105100.0,48900.0,109500.0,263500.0,40.9,83,295.8,3260000.0,2.9,0.45,Excellent,1.16,0.0004,True,False,False
OP_0608,BLDG_21920,2024,4466694.0,91.69999695,156300.0,10800.0,49000.0,216100.0,76.7,1,128.4,720000.0,6.44,2.28,Poor,4.66,0.0023,True,True,True
OP_0609,BLDG_282,2024,7638186.0,71.5,267300.0,62700.0,181200.0,511200.0,238.0,91,341.6,4180000.0,4.78,2.23,Excellent,2.5,0.0022,False,False,False
OP_0610,BLDG_49730,2024,7638698.0,38.59999847,253400.0,168500.0,376900.0,798800.0,211.6,96,1058.5,11233330.0,2.39,0.82,Excellent,0.76,0.0006,False,False,False
OP_0611,BLDG_25220,2024,1005490.0,23.29999924,35200.0,23000.0,71400.0,129600.0,5.8,88,138.9,1533330.0,3.0,0.14,Excellent,0.82,0.0001,False,False,False
OP_0612,BLDG_50184,2024,7798170.0,50.5,261400.0,104800.0,258400.0,624600.0,183.8,52,778.0,6986670.0,2.78,0.82,Fair,1.17,0.0008,True,False,True
OP_0613,BLDG_24332,2024,1394686.0,52.09999847,48800.0,5100.0,45200.0,99100.0,57.8,29,86.2,340000.0,4.17,2.43,Poor,2.05,0.0024,False,True,True
OP_0614,BLDG_24288,2024,371106.0,20.79999924,5200.0,12400.0,34100.0,51700.0,2.2,96,84.9,826670.0,1.93,0.1,Excellent,0.19,0.0001,False,False,False
OP_0615,BLDG_19704,2024,4308650.0,40.09999847,150800.0,53900.0,182600.0,387300.0,139.0,88,345.9,3593330.0,3.6,1.29,Excellent,1.4,0.0013,False,True,False
OP_0616,BLDG_24556,2024,1642871.0,15.5,57500.0,46500.0,133100.0,237100.0,9.5,100,331.9,3100000.0,2.24,0.09,Excellent,0.54,0.0001,False,False,False
OP_0617,BLDG_50674,2024,3589206.0,35.70000076,125600.0,50500.0,115200.0,291300.0,68.6,96,317.6,3366670.0,2.9,1.1,Excellent,1.25,0.0007,False,True,False
OP_0618,BLDG_50869,2024,10747234.0,24.5,376200.0,258300.0,625200.0,1259700.0,338.1,100,1636.3,17220000.0,2.41,0.77,Excellent,0.72,0.0006,False,False,False
OP_0619,BLDG_27234,2024,987633.0,38.59999847,34600.0,13800.0,33600.0,82000.0,27.0,87,96.1,920000.0,2.75,0.91,Excellent,1.16,0.0009,False,False,False
OP_0620,BLDG_51995,2024,665857.0,28.60000038,9300.0,12700.0,27500.0,49500.0,3.9,98,73.3,846670.0,2.13,0.17,Excellent,0.4,0.0002,False,False,False
OP_0621,BLDG_26603,2024,748556.0,22.70000076,26200.0,9700.0,39700.0,75600.0,6.2,72,76.7,646670.0,3.28,0.27,Good,1.14,0.0003,False,False,False
OP_0622,BLDG_20747,2024,513063.0,20.89999962,18000.0,10700.0,38000.0,66700.0,3.0,99,77.1,713330.0,2.72,0.12,Excellent,0.73,0.0001,False,False,False
OP_0623,BLDG_22163,2024,1379127.0,54.09999847,19300.0,6100.0,39900.0,65300.0,64.0,97,80.4,406670.0,2.56,2.51,Excellent,0.76,0.0025,False,True,False
OP_0624,BLDG_26123,2024,2130474.0,90.30000305,64800.0,12700.0,39700.0,117200.0,96.2,90,75.6,846670.0,4.97,4.08,Excellent,2.75,0.0041,True,True,False
OP_0625,BLDG_23874,2024,5220090.0,47.29999924,182700.0,70500.0,164400.0,417600.0,124.5,78,468.7,4700000.0,2.93,1.13,Good,1.28,0.0009,True,True,False
OP_0626,BLDG_739,2024,4433989.0,39.40000153,142100.0,44900.0,254500.0,441500.0,25.7,88,651.9,2993330.0,2.18,0.23,Excellent,0.7,0.0001,False,False,False
OP_0627,BLDG_332,2024,2491430.0,33.90000153,87200.0,16200.0,110700.0,214100.0,14.5,85,237.7,1080000.0,2.92,0.2,Excellent,1.19,0.0002,False,False,False
OP_0628,BLDG_24248,2024,3332751.0,46.90000153,116600.0,30900.0,111900.0,259400.0,19.3,13,265.5,2060000.0,3.65,0.27,Poor,1.64,0.0003,True,False,True
OP_0629,BLDG_50006,2024,1527156.0,38.90000153,21400.0,20700.0,45600.0,87700.0,17.7,70,131.3,1380000.0,2.23,0.45,Good,0.54,0.0005,False,False,False
OP_0630,BLDG_50739,2024,13743060.0,36.29999924,481000.0,126900.0,649600.0,1257500.0,177.6,96,1758.0,8460000.0,2.26,0.43,Excellent,0.87,0.0003,False,False,False
OP_0631,BLDG_50186,2024,7619648.0,41.40000153,266700.0,46700.0,258200.0,571600.0,88.7,91,683.4,3113330.0,2.67,0.47,Excellent,1.25,0.0004,False,False,False
OP_0632,BLDG_750,2024,8239570.0,30.0,246000.0,55300.0,455000.0,756300.0,79.9,96,867.5,3686670.0,2.76,0.29,Excellent,0.9,0.0003,False,False,False
OP_0633,BLDG_26825,2024,624811.0,25.39999962,21900.0,12800.0,42700.0,77400.0,3.6,97,77.7,853330.0,3.14,0.15,Excellent,0.89,0.0001,False,False,False
OP_0634,BLDG_57,2024,5126680.0,30.20000076,179400.0,19300.0,136000.0,334700.0,29.7,78,291.6,1286670.0,3.77,0.34,Good,2.02,0.0003,False,False,False
OP_0635,BLDG_50885,2024,4601381.0,20.0,161000.0,112700.0,287700.0,561400.0,83.0,100,715.6,7513330.0,2.46,0.45,Excellent,0.71,0.0004,False,False,False
OP_0636,BLDG_37,2024,1373992.0,25.0,48100.0,9600.0,74700.0,132400.0,8.0,76,170.3,640000.0,2.57,0.15,Good,0.93,0.0002,False,False,False
OP_0637,BLDG_23459,2024,1382307.0,32.0,48400.0,12800.0,75700.0,136900.0,18.1,84,185.3,853330.0,2.4,0.44,Excellent,0.85,0.0003,False,False,False
OP_0638,BLDG_21946,2024,1388911.0,28.20000076,48600.0,24100.0,69100.0,141800.0,35.5,94,139.4,1606670.0,3.23,0.81,Excellent,1.11,0.0008,False,False,False
OP_0639,BLDG_25185,2024,910334.0,18.89999962,31900.0,32800.0,89200.0,153900.0,5.3,100,199.0,2186670.0,2.42,0.11,Excellent,0.5,0.0001,False,False,False
OP_0640,BLDG_23065,2024,1633105.0,36.59999847,57200.0,22000.0,57300.0,136500.0,9.5,81,113.5,1466670.0,3.93,0.27,Excellent,1.65,0.0003,False,False,False
OP_0641,BLDG_1281,2024,21295920.0,254.6000061,745400.0,24800.0,190100.0,960300.0,123.5,1,435.7,1653330.0,8.43,1.89,Poor,6.54,0.0011,True,True,True
OP_0642,BLDG_50045,2024,12582215.0,36.70000076,403400.0,92800.0,590500.0,1086700.0,155.2,97,1525.0,6186670.0,2.25,0.49,Excellent,0.83,0.0003,False,False,False
OP_0643,BLDG_19668,2024,1304578.0,35.20000076,45700.0,21100.0,48900.0,115700.0,27.6,84,124.6,1406670.0,3.01,0.72,Excellent,1.19,0.0007,False,False,False
OP_0644,BLDG_86,2024,3514683.0,55.5,99400.0,42100.0,102700.0,244200.0,49.4,87,271.2,2806670.0,2.9,0.78,Excellent,1.18,0.0006,False,False,False
OP_0645,BLDG_217,2024,6238285.0,43.0,170200.0,29700.0,251100.0,451000.0,256.8,81,523.5,1980000.0,2.81,1.6,Excellent,1.06,0.0016,False,False,False
OP_0646,BLDG_50253,2024,3217354.0,22.29999924,70000.0,91700.0,209400.0,371100.0,83.4,100,586.3,6113330.0,1.98,0.58,Excellent,0.37,0.0004,False,False,False
OP_0647,BLDG_21793,2024,949612.0,39.59999847,33200.0,5800.0,40900.0,79900.0,5.5,72,79.9,386670.0,3.33,0.23,Good,1.38,0.0002,False,False,False
OP_0648,BLDG_27701,2024,337462.0,10.39999962,11800.0,14100.0,52500.0,78400.0,2.0,100,101.7,940000.0,2.42,0.06,Excellent,0.36,0.0001,False,False,False
OP_0649,BLDG_20000,2024,1184836.0,25.79999924,41500.0,14700.0,69100.0,125300.0,44.0,79,150.9,980000.0,2.72,0.96,Good,0.9,0.001,False,False,False
OP_0650,BLDG_581,2024,4375076.0,62.79999924,153100.0,105900.0,188200.0,447200.0,25.4,68,543.1,7060000.0,2.76,0.36,Good,0.95,0.0002,False,False,False
OP_0651,BLDG_26218,2024,1560153.0,37.40000153,54600.0,22500.0,62000.0,139100.0,40.7,96,131.9,1500000.0,3.34,1.23,Excellent,1.31,0.001,False,False,False
OP_0652,BLDG_49733,2024,8728524.0,44.90000153,305500.0,85800.0,225700.0,617000.0,139.4,67,653.3,5720000.0,3.18,1.15,Good,1.57,0.0007,True,True,False
OP_0653,BLDG_21345,2024,2064827.0,26.70000076,72300.0,39600.0,130800.0,242700.0,63.8,90,247.5,2640000.0,3.14,0.83,Excellent,0.94,0.0008,False,False,False
OP_0654,BLDG_23857,2024,6735623.0,114.0,235700.0,15800.0,124600.0,376100.0,104.4,11,270.0,1053330.0,5.23,1.83,Poor,3.28,0.0015,True,True,True
OP_0655,BLDG_26056,2024,1689333.0,56.20000076,23700.0,13800.0,52400.0,89900.0,75.9,81,98.1,920000.0,2.99,2.53,Excellent,0.79,0.0025,True,True,False
OP_0656,BLDG_19903,2024,1665445.0,66.30000305,58300.0,18900.0,59700.0,136900.0,56.1,52,142.3,1260000.0,3.34,2.23,Fair,1.42,0.0014,True,True,True
OP_0657,BLDG_24886,2024,1634155.0,54.29999924,57200.0,8000.0,70500.0,135700.0,39.9,73,132.7,533330.0,3.4,1.0,Good,1.43,0.001,False,False,False
OP_0658,BLDG_21398,2024,1266318.0,44.59999847,44300.0,6900.0,44400.0,95600.0,35.9,58,97.2,460000.0,3.37,2.21,Fair,1.56,0.0013,False,True,True
OP_0659,BLDG_21299,2024,946952.0,36.70000076,33100.0,13500.0,42700.0,89300.0,28.4,91,82.5,900000.0,3.46,1.1,Excellent,1.28,0.0011,False,True,False
OP_0660,BLDG_50471,2024,1003197.0,30.39999962,14000.0,15400.0,41500.0,70900.0,26.8,100,103.6,1026670.0,2.15,0.81,Excellent,0.42,0.0008,False,False,False
OP_0661,BLDG_50513,2024,1602908.0,32.09999847,22400.0,32700.0,76400.0,131500.0,34.3,99,197.7,2180000.0,2.09,0.65,Excellent,0.36,0.0005,False,False,False
OP_0662,BLDG_20059,2024,366678.0,14.0,12800.0,14100.0,44400.0,71300.0,2.1,100,82.0,940000.0,2.73,0.08,Excellent,0.49,0.0001,False,False,False
OP_0663,BLDG_52016,2024,780414.0,35.0,10900.0,20400.0,60400.0,91700.0,4.5,89,141.5,1360000.0,2.08,0.2,Excellent,0.25,0.0001,False,False,False
OP_0664,BLDG_27882,2024,1027394.0,37.90000153,14400.0,6700.0,45600.0,66700.0,6.1,97,88.1,446670.0,2.39,0.22,Excellent,0.52,0.0002,False,False,False
OP_0665,BLDG_24725,2024,628070.0,31.39999962,22000.0,6000.0,30700.0,58700.0,29.4,46,70.2,400000.0,2.94,1.47,Fair,1.1,0.0015,False,False,True
OP_0666,BLDG_19920,2024,4067416.0,100.0999985,142400.0,22700.0,71500.0,236600.0,185.8,24,163.9,1513330.0,5.29,4.57,Poor,3.18,0.0042,True,True,True
OP_0667,BLDG_23301,2024,2538474.0,55.70000076,88800.0,20800.0,70800.0,180400.0,108.1,86,147.2,1386670.0,3.96,2.37,Excellent,1.95,0.0024,True,True,False
OP_0668,BLDG_20316,2024,940057.0,30.5,32900.0,18500.0,49900.0,101300.0,5.5,79,129.0,1233330.0,2.58,0.18,Good,0.84,0.0001,False,False,False
OP_0669,BLDG_21265,2024,681012.0,31.5,9500.0,4400.0,45400.0,59300.0,16.1,87,85.1,293330.0,2.25,0.61,Excellent,0.36,0.0006,False,False,False
OP_0670,BLDG_793,2024,7592068.0,45.59999847,265700.0,42400.0,271500.0,579600.0,61.7,47,547.1,2826670.0,3.71,0.4,Fair,1.7,0.0004,False,False,True
OP_0671,BLDG_23295,2024,83479.0,3.200000048,1200.0,16400.0,56800.0,74400.0,2.6,100,106.2,1093330.0,2.2,0.08,Excellent,0.04,0.0001,False,False,False
OP_0672,BLDG_50026,2024,2779815.0,78.59999847,78200.0,8700.0,47200.0,134100.0,71.8,40,134.5,580000.0,3.54,1.9,Fair,2.06,0.0019,True,True,True
OP_0673,BLDG_50040,2024,3181759.0,35.59999847,50800.0,55400.0,144500.0,250700.0,74.3,97,367.8,3693330.0,2.15,0.72,Excellent,0.44,0.0006,False,False,False
OP_0674,BLDG_21196,2024,3553014.0,27.29999924,124400.0,81700.0,241600.0,447700.0,20.6,95,587.5,5446670.0,2.41,0.13,Excellent,0.67,0.0001,False,False,False
OP_0675,BLDG_24868,2024,934876.0,42.5,32700.0,6000.0,33200.0,71900.0,40.4,33,72.5,400000.0,3.57,2.01,Poor,1.62,0.002,False,False,True
OP_0676,BLDG_22486,2024,835860.0,32.29999924,19200.0,5600.0,37000.0,61800.0,17.1,83,84.1,373330.0,2.39,0.66,Excellent,0.74,0.0007,False,False,False
OP_0677,BLDG_458,2024,3813614.0,52.70000076,96600.0,17700.0,114200.0,228500.0,22.1,42,264.9,1180000.0,3.05,0.3,Fair,1.29,0.0003,False,False,True
OP_0678,BLDG_19921,2024,670914.0,30.0,9400.0,10300.0,34400.0,54100.0,3.9,80,73.3,686670.0,2.42,0.17,Excellent,0.42,0.0002,False,False,False
OP_0679,BLDG_24136,2024,2365730.0,39.5,82800.0,28200.0,76600.0,187600.0,41.1,53,207.1,1880000.0,3.13,0.69,Fair,1.38,0.0007,False,False,True
OP_0680,BLDG_49895,2024,2427470.0,30.5,85000.0,51200.0,139700.0,275900.0,65.0,100,342.7,3413330.0,2.52,0.82,Excellent,0.78,0.0006,False,False,False
OP_0681,BLDG_25076,2024,1653978.0,31.89999962,57900.0,24600.0,80400.0,162900.0,26.5,75,171.7,1640000.0,3.14,0.51,Good,1.12,0.0005,False,False,False
OP_0682,BLDG_24270,2024,1454871.0,35.0,50900.0,10800.0,62900.0,124600.0,44.7,43,146.9,720000.0,3.0,1.07,Fair,1.22,0.0011,False,False,True
OP_0683,BLDG_26821,2024,1715992.0,33.59999847,60100.0,8800.0,82500.0,151400.0,54.7,78,168.8,586670.0,2.95,1.06,Good,1.17,0.0011,False,False,False
OP_0684,BLDG_26724,2024,1511007.0,74.40000153,26500.0,10000.0,31200.0,67700.0,70.0,85,65.8,666670.0,3.33,3.45,Excellent,1.31,0.0034,True,True,False
OP_0685,BLDG_50870,2024,8028424.0,25.89999962,281000.0,158600.0,384800.0,824400.0,235.8,100,1060.6,10573330.0,2.44,0.76,Excellent,0.83,0.0007,False,False,False
OP_0686,BLDG_21341,2024,3463954.0,49.40000153,81000.0,60300.0,145500.0,286800.0,86.0,93,356.3,4020000.0,2.56,1.19,Excellent,0.72,0.0008,True,True,False
OP_0687,BLDG_20613,2024,922714.0,38.40000153,32300.0,6400.0,36000.0,74700.0,38.2,63,81.4,426670.0,3.11,1.59,Good,1.35,0.0016,False,False,False
OP_0688,BLDG_23108,2024,636400.0,30.0,22300.0,14600.0,46000.0,82900.0,3.7,88,106.4,973330.0,2.51,0.15,Excellent,0.67,0.0001,False,False,False
OP_0689,BLDG_26007,2024,1250682.0,59.29999924,17500.0,15000.0,48700.0,81200.0,55.4,84,102.1,1000000.0,2.58,2.63,Excellent,0.56,0.0018,True,True,False
OP_0690,BLDG_26401,2024,643896.0,29.0,22500.0,13400.0,50200.0,86100.0,3.7,70,87.5,893330.0,3.29,0.17,Good,0.86,0.0001,False,False,False
OP_0691,BLDG_563,2024,2109248.0,33.90000153,73800.0,19200.0,156100.0,249100.0,12.2,84,291.4,1280000.0,2.77,0.2,Excellent,0.82,0.0001,False,False,False
OP_0692,BLDG_19864,2024,917863.0,33.0,12900.0,6300.0,55300.0,74500.0,21.5,56,99.1,420000.0,2.59,0.75,Fair,0.45,0.0007,False,False,True
OP_0693,BLDG_19870,2024,2031438.0,50.90000153,28400.0,16400.0,46100.0,90900.0,48.9,86,118.5,1093330.0,2.48,1.33,Excellent,0.77,0.0013,True,True,False
OP_0694,BLDG_50167,2024,4630298.0,43.79999924,105300.0,65800.0,143800.0,314900.0,114.4,62,394.1,4386670.0,2.72,1.19,Good,0.91,0.001,True,True,False
OP_0695,BLDG_20586,2024,2017693.0,64.09999847,70600.0,17300.0,53600.0,141500.0,94.3,63,116.9,1153330.0,4.11,3.0,Good,2.05,0.0027,True,True,False
OP_0696,BLDG_22347,2024,644551.0,18.5,22600.0,17600.0,55600.0,95800.0,3.7,98,109.9,1173330.0,2.74,0.11,Excellent,0.65,0.0001,False,False,False
OP_0697,BLDG_715,2024,3120480.0,30.89999962,109200.0,22000.0,193900.0,325100.0,64.4,96,355.9,1466670.0,2.89,0.64,Excellent,0.97,0.0006,False,False,False
OP_0698,BLDG_23531,2024,667535.0,30.29999924,9300.0,13300.0,41100.0,63700.0,3.9,84,80.3,886670.0,2.57,0.16,Excellent,0.38,0.0002,False,False,False
OP_0699,BLDG_27655,2024,1229070.0,42.29999924,24600.0,22000.0,73400.0,120000.0,28.6,82,154.1,1466670.0,2.54,0.85,Excellent,0.52,0.0006,False,False,False
OP_0700,BLDG_26705,2024,1543394.0,63.20000076,54000.0,8400.0,59400.0,121800.0,61.6,84,118.9,560000.0,3.33,1.68,Excellent,1.47,0.0017,True,True,False
OP_0701,BLDG_50337,2024,738135.0,21.29999924,25800.0,16200.0,39300.0,81300.0,4.3,98,109.0,1080000.0,2.35,0.12,Excellent,0.75,0.0001,False,False,False
OP_0702,BLDG_20383,2024,2572486.0,31.5,90000.0,60800.0,175400.0,326200.0,14.9,85,392.0,4053330.0,2.7,0.18,Excellent,0.74,0.0001,False,False,False
OP_0703,BLDG_50306,2024,1212548.0,22.79999924,42400.0,18600.0,146500.0,207500.0,7.0,97,288.8,1240000.0,2.27,0.13,Excellent,0.46,0.0001,False,False,False
OP_0704,BLDG_21448,2024,2301594.0,30.39999962,32200.0,54000.0,121900.0,208100.0,45.3,100,320.0,3600000.0,2.04,0.6,Excellent,0.32,0.0004,False,False,False
OP_0705,BLDG_19947,2024,3527683.0,38.59999847,123500.0,69400.0,164100.0,357000.0,67.6,88,406.8,4626670.0,2.82,0.74,Excellent,0.98,0.0005,False,False,False
OP_0706,BLDG_50023,2024,3808387.0,35.90000153,102500.0,93900.0,212100.0,408500.0,90.1,100,571.6,6260000.0,2.24,0.85,Excellent,0.56,0.0005,False,False,False
OP_0707,BLDG_27569,2024,3039096.0,31.10000038,43100.0,52100.0,112800.0,208000.0,77.0,98,308.0,3473330.0,2.13,0.79,Excellent,0.44,0.0008,False,False,False
OP_0708,BLDG_22670,2024,7475078.0,48.59999847,200200.0,106000.0,219800.0,526000.0,137.6,31,713.4,7066670.0,2.67,0.89,Poor,1.01,0.0007,True,False,True
OP_0709,BLDG_26140,2024,726672.0,36.5,23300.0,16400.0,50000.0,89700.0,5.6,96,107.4,1093330.0,2.64,0.24,Excellent,0.69,0.0002,False,False,False
OP_0710,BLDG_373,2024,15952802.0,38.0,558300.0,123300.0,929100.0,1610700.0,92.5,79,1784.0,8220000.0,2.96,0.22,Good,1.03,0.0002,False,False,False
OP_0711,BLDG_50889,2024,66226744.0,58.90000153,2317900.0,846300.0,1727000.0,4891200.0,2523.9,54,5340.6,56420000.0,3.16,2.24,Fair,1.5,0.0016,True,True,True
OP_0712,BLDG_27888,2024,949248.0,37.70000076,33200.0,16200.0,41400.0,90800.0,22.7,100,104.9,1080000.0,2.71,0.9,Excellent,0.99,0.0007,False,False,False
OP_0713,BLDG_24461,2024,997461.0,22.79999924,17200.0,7100.0,67100.0,91400.0,26.7,94,139.1,473330.0,2.09,0.61,Excellent,0.39,0.0006,False,False,False
OP_0714,BLDG_24144,2024,622311.0,28.0,21800.0,11300.0,34000.0,67100.0,14.7,98,69.9,753330.0,3.02,0.66,Excellent,0.98,0.0007,False,False,False
OP_0715,BLDG_26269,2024,2980180.0,116.6999969,104300.0,11900.0,39900.0,156100.0,140.5,49,89.1,793330.0,6.11,5.5,Fair,4.08,0.0055,True,True,True
OP_0716,BLDG_50160,2024,46649948.0,41.29999924,1572600.0,301500.0,1873900.0,3748000.0,610.2,93,4764.4,20100000.0,2.5,0.57,Excellent,1.05,0.0004,False,False,False
OP_0717,BLDG_25241,2024,4210178.0,32.0,147400.0,87600.0,246900.0,481900.0,35.7,69,558.9,5840000.0,2.89,0.21,Good,0.88,0.0002,False,False,False
OP_0718,BLDG_40067,2024,3409284.0,45.5,119300.0,20400.0,130100.0,269800.0,19.8,79,300.0,1360000.0,2.95,0.27,Good,1.3,0.0002,False,False,False
OP_0719,BLDG_49923,2024,7545994.0,51.20000076,264100.0,119100.0,292300.0,675500.0,117.4,81,762.8,7940000.0,2.89,0.76,Excellent,1.13,0.0005,True,False,False
OP_0720,BLDG_50155,2024,1192596.0,47.5,16700.0,12800.0,30200.0,59700.0,21.0,100,78.4,853330.0,2.39,0.84,Excellent,0.67,0.0008,True,False,False
OP_0721,BLDG_455,2024,8145849.0,25.10000038,257000.0,161700.0,503400.0,922100.0,220.4,100,1226.6,10780000.0,2.36,0.69,Excellent,0.66,0.0006,False,False,False
OP_0722,BLDG_751,2024,11771475.0,42.20000076,347400.0,80200.0,511300.0,938900.0,190.3,86,1221.5,5346670.0,2.48,0.73,Excellent,0.92,0.0005,False,False,False
OP_0723,BLDG_756,2024,6201822.0,78.59999847,217100.0,12400.0,119500.0,349000.0,82.1,85,255.6,826670.0,4.42,1.04,Excellent,2.75,0.001,False,False,False
OP_0724,BLDG_21884,2024,3016221.0,26.60000038,105600.0,55300.0,193400.0,354300.0,17.5,81,379.4,3686670.0,3.05,0.15,Excellent,0.91,0.0002,False,False,False
OP_0725,BLDG_50260,2024,6046865.0,33.5,211600.0,139600.0,323400.0,674600.0,132.3,100,825.2,9306670.0,2.56,0.71,Excellent,0.8,0.0005,False,False,False
OP_0726,BLDG_49873,2024,11914227.0,61.20000076,417000.0,129300.0,297700.0,844000.0,270.6,31,857.3,8620000.0,3.56,1.39,Poor,1.76,0.0011,True,True,True
OP_0727,BLDG_24664,2024,5004224.0,34.5,175100.0,69000.0,217300.0,461400.0,167.8,95,459.5,4600000.0,3.18,1.45,Excellent,1.21,0.0012,False,True,False
OP_0728,BLDG_716,2024,2298127.0,28.29999924,32200.0,18100.0,137500.0,187800.0,59.3,97,272.0,1206670.0,2.18,0.69,Excellent,0.37,0.0007,False,False,False
OP_0729,BLDG_22896,2024,731435.0,23.0,25600.0,25900.0,66100.0,117600.0,4.2,100,152.4,1726670.0,2.42,0.13,Excellent,0.53,0.0001,False,False,False
OP_0730,BLDG_27145,2024,9913310.0,44.59999847,347000.0,84300.0,465500.0,896800.0,138.8,81,1275.1,5620000.0,2.3,0.48,Excellent,0.89,0.0004,False,False,False
OP_0731,BLDG_27417,2024,1645515.0,27.20000076,23000.0,40400.0,105500.0,168900.0,9.5,92,262.4,2693330.0,2.05,0.16,Excellent,0.28,0.0001,False,False,False
