building_id,building_name,building_type,location_city,climate_zone,year_built,building_age,floor_area_sqft,number_of_floors,occupancy_type,average_occupancy_rate,primary_material,facade_type,window_to_wall_ratio,insulation_level,hvac_system_type,lighting_system_type,renewable_energy_flag,solar_panel_capacity_kw,green_roof_flag,leed_certification_level,estimated_construction_cost,actual_construction_cost,cost_overrun_amount,cost_overrun_percentage,cost_per_sqft,contractor_name,delay_days,delay_reason,construction_delay_flag,annual_energy_use_kbtu,energy_use_intensity_kbtu_sqft,annual_electricity_cost,annual_water_cost,annual_maintenance_cost,annual_operating_cost,operating_cost_per_sqft,carbon_emissions_metric_tons,emissions_intensity,energy_star_score,energy_efficiency_rating,recommended_action,estimated_retrofit_cost,estimated_annual_savings,payback_period_years,estimated_emissions_reduction_percent,retrofit_priority,implementation_complexity,lifecycle_cost_estimate,lifecycle_cost_per_sqft,building_performance_risk_score,building_performance_risk_category
BLDG_23515,SEDONA COURT CONDOMINIUM,Residential,Seattle,4C (Marine),2000,24,30833.0,3,Residential,0.93,Steel,Insulated Panels,0.37,Medium,Heat Pump,LED,False,0.0,False,None,7128200.0,7128200.0,0.0,0.0,231.19,Apex Builders,0,None,False,709210.0,23.0,24800.0,14800.0,35400.0,75000.0,2.43,4.1,0.13,64,Good,Solar Panel Installation,66200.0,3000.0,22.07,15.66,Low,Medium,9378200.0,304.16,2,Low Risk
BLDG_26980,SNOQUALMIE PLACE,Residential,Seattle,4C (Marine),2005,19,54300.0,4,Residential,0.94,Steel,Window Wall,0.48,High,District Heating,Smart LED,False,0.0,False,Silver,11874100.0,12039100.0,165000.0,0.0139,221.71,Cascade Building Group,0,None,False,1196456.0,27.39999962,41900.0,26300.0,62900.0,131100.0,2.41,6.9,0.16,90,Excellent,Water Efficiency Upgrade,13800.0,7400.0,1.86,5.0,Critical,Low,15972100.0,294.15,1,Low Risk
BLDG_23174,TAYLOR ANNE CONDOMINIUM,Residential,Seattle,4C (Marine),1969,55,27918.0,5,Residential,0.96,Brick,Masonry,0.34,High,District Heating,LED,False,0.0,False,Gold,6693000.0,7137400.0,444400.0,0.0664,255.66,Summit Contractors,37,Weather,True,856904.0,30.60000038,30000.0,13200.0,45500.0,88700.0,3.18,12.4,0.44,79,Good,Building Automation System,18800.0,6800.0,2.76,12.79,Critical,Medium,9798400.0,350.97,2,Low Risk
BLDG_50356,AMLI Arc Apartments (MULTIFAMILY PORTION),Residential,Seattle,4C (Marine),2017,7,424994.0,37,Residential,0.9,Concrete,Insulated Panels,0.25,High,Heat Pump,Smart LED,True,184.2,False,Gold,103832000.0,103832000.0,0.0,0.0,244.31,Summit Contractors,0,None,False,16057312.0,37.20000076,534400.0,186600.0,530100.0,1251100.0,2.94,385.5,0.91,89,Excellent,Solar Panel Installation,525000.0,36200.0,14.5,23.66,Low,Medium,141365000.0,332.63,0,Low Risk
BLDG_21115,VIRGINIA MASON - CASSEL CRAIG OFFICES,Office,Seattle,4C (Marine),1925,99,39760.0,4,Office,0.87,Steel,Rain Screen,0.49,Medium,Heat Pump,LED,False,0.0,False,None,11745700.0,11745700.0,0.0,0.0,295.41,Apex Builders,0,None,False,2670376.0,72.90000153,93500.0,8700.0,63400.0,165600.0,4.16,182.8,4.6,77,Good,LED Lighting Retrofit,14100.0,16800.0,0.84,10.45,Critical,Low,16713700.0,420.36,6,Medium Risk
BLDG_23410,VIRGINIA MASON- INN AT VIRGINIA MASON,Hospitality,Seattle,4C (Marine),1928,96,48006.0,9,Hospitality,0.84,Steel,Masonry,0.45,Medium,High Efficiency HVAC,LED,False,0.0,False,Gold,17445400.0,17572800.0,127400.0,0.0073,366.05,Emerald City Construction,0,None,False,2347056.0,43.20000076,82100.0,27800.0,81300.0,191200.0,3.98,81.4,1.7,100,Excellent,Solar Panel Installation,89000.0,4600.0,19.35,16.43,Low,Medium,23308800.0,485.54,2,Low Risk
BLDG_518,AURORA ACRES BUILDING (RETAIL PLAZA),Retail,Seattle,4C (Marine),1967,57,114000.0,1,Retail,0.92,Steel,Rain Screen,0.29,Low,District Heating,LED,False,0.0,False,Certified,20232500.0,20232500.0,0.0,0.0,177.48,Cascade Building Group,0,None,False,14795263.0,129.6000061,517800.0,17500.0,198900.0,734200.0,6.44,425.1,3.73,62,Good,LED Lighting Retrofit,34900.0,93200.0,0.37,11.8,Critical,Low,42258500.0,370.69,4,Medium Risk
BLDG_50708,PORTAL APARTMENTS,Residential,Seattle,4C (Marine),2018,6,42752.0,5,Residential,0.86,Concrete,Curtain Wall,0.38,Medium,High Efficiency HVAC,Smart LED,True,22.4,False,Platinum,10736900.0,10823900.0,87000.0,0.0081,253.18,Summit Contractors,0,None,False,1443474.0,36.59999847,47200.0,21200.0,53000.0,121400.0,2.84,31.6,0.8,95,Excellent,Water Efficiency Upgrade,11700.0,5900.0,1.98,4.52,Critical,Low,14465900.0,338.37,0,Low Risk
BLDG_49735,AURORA HOUSE,Residential,Seattle,4C (Marine),2012,12,54771.0,4,Residential,0.84,Timber,Masonry,0.47,Medium,Standard HVAC,Fluorescent,False,0.0,False,None,12866500.0,15254500.0,2388000.0,0.1856,278.51,Cascade Building Group,111,Supply Chain Issue,True,4694554.0,89.19999695,164300.0,25600.0,66800.0,256700.0,4.69,164.5,3.26,13,Poor,HVAC Upgrade,94400.0,36100.0,2.61,22.11,Critical,Medium,22955500.0,419.12,9,High Risk
BLDG_29312,MT BAKER VILLAGE APTS 6,Residential,Seattle,4C (Marine),1960,64,21200.0,4,Residential,0.86,Composite,Masonry,0.55,Medium,High Efficiency HVAC,Smart LED,True,395.4,False,Certified,5557900.0,5737400.0,179500.0,0.0323,270.63,Cascade Building Group,51,Permit Delay,True,574174.0,27.10000038,8000.0,10800.0,34200.0,53000.0,2.5,3.3,0.16,84,Excellent,Building Automation System,16400.0,2900.0,5.66,15.4,High,Medium,7327400.0,345.63,2,Low Risk
BLDG_25149,GENESEE PARK APTS,Residential,Seattle,4C (Marine),1967,57,42090.0,5,Residential,0.92,Timber,Insulated Panels,0.34,High,District Heating,Smart LED,False,0.0,False,None,9697600.0,9697600.0,0.0,0.0,230.4,Cascade Building Group,0,None,False,1089502.0,25.89999962,38100.0,19500.0,65900.0,123500.0,2.93,6.3,0.17,82,Excellent,Building Automation System,23700.0,9000.0,2.63,10.21,Critical,Medium,13402600.0,318.43,3,Low Risk
BLDG_24640,WESTWOOD VILLAGE - BUILDING F,Retail,Seattle,4C (Marine),2005,19,26208.0,1,Retail,0.89,Brick,Masonry,0.16,High,Heat Pump,Smart LED,False,0.0,False,Silver,4933200.0,4960800.0,27600.0,0.0056,189.29,Pacific Structures,0,None,False,894860.0,16.29999924,31300.0,4100.0,30500.0,65900.0,2.51,5.2,0.2,100,Excellent,Building Automation System,18200.0,6200.0,2.94,12.16,Critical,Medium,6937800.0,264.72,1,Low Risk
BLDG_859,GEORGETOWN CENTER BLDG. 1 & BLDG. 3 - BLDG B,Retail,Seattle,4C (Marine),1958,66,74178.0,1,Retail,0.88,Brick,Masonry,0.25,Low,Mixed System,LED,False,0.0,False,Certified,13375800.0,13465400.0,89600.0,0.0067,181.53,Cascade Building Group,0,None,False,5611031.0,75.59999847,196400.0,10600.0,112000.0,319000.0,4.3,181.3,2.44,66,Good,Solar Panel Installation,124000.0,7200.0,17.22,19.8,Low,Medium,23035400.0,310.54,4,Medium Risk
BLDG_388,RAINIER TOWER,Office,Seattle,4C (Marine),1976,48,476871.0,42,Office,0.84,Concrete,Window Wall,0.53,High,Mixed System,LED,True,203.7,False,Certified,138488900.0,163320000.0,24831100.0,0.1793,342.48,Cascade Building Group,103,Material Shortage,True,29861424.0,45.79999924,1014600.0,86600.0,794700.0,1895900.0,3.98,173.2,0.36,79,Good,Building Automation System,175900.0,191900.0,0.92,11.19,Critical,Medium,220197000.0,461.75,5,Medium Risk
BLDG_22454,GOODWILL BALLARD,Retail,Seattle,4C (Marine),1967,57,22420.0,1,Retail,0.87,Concrete,Rain Screen,0.42,Low,Heat Pump,LED,False,0.0,False,None,4189100.0,4189100.0,0.0,0.0,186.85,Emerald City Construction,0,None,False,1668026.0,75.59999847,58400.0,3600.0,33800.0,95800.0,4.27,52.3,2.33,59,Fair,Window Replacement,53500.0,7000.0,7.64,12.98,High,Medium,7063100.0,315.04,4,Medium Risk
BLDG_21106,SIMONS SENIOR APTS,Residential,Seattle,4C (Marine),2007,17,96980.0,6,Residential,0.93,Brick,Masonry,0.17,Low,Electric Resistance,Incandescent,False,0.0,False,None,20951200.0,22662900.0,1711700.0,0.0817,233.69,Emerald City Construction,36,Material Shortage,True,5229311.0,62.5,183000.0,46900.0,112300.0,342200.0,3.53,125.1,1.29,26,Poor,Deep Energy Retrofit,467300.0,93700.0,4.99,45.37,Critical,High,32928900.0,339.54,8,High Risk
BLDG_22397,FUJISADA CONDOMINIUM,Residential,Seattle,4C (Marine),1999,25,35364.0,8,Residential,0.81,Concrete,Masonry,0.51,High,District Heating,LED,False,0.0,False,Gold,8527500.0,8594900.0,67400.0,0.0079,243.04,Pacific Structures,0,None,False,1232551.0,43.79999924,43100.0,15300.0,47700.0,106100.0,3.0,27.0,0.83,89,Excellent,Water Efficiency Upgrade,10400.0,4300.0,2.42,4.45,Critical,Low,11777900.0,333.05,2,Low Risk
BLDG_25317,LOWELL ELEMENTARY (SPS-DISTRICT),Educational,Seattle,4C (Marine),1925,99,73769.0,2,Educational,0.92,Composite,Rain Screen,0.35,High,District Heating,LED,True,161.1,False,Certified,18880900.0,19069700.0,188800.0,0.01,258.51,Pacific Structures,5,Weather,True,2776036.0,38.09999847,73000.0,15200.0,126800.0,215000.0,2.91,111.2,1.51,84,Excellent,Building Automation System,34800.0,17300.0,2.01,15.41,Critical,Medium,25519700.0,345.94,3,Low Risk
BLDG_26553,ALADDIN APTS,Residential,Seattle,4C (Marine),1958,66,38035.0,3,Residential,0.95,Glass-heavy facade,Curtain Wall,0.69,Medium,High Efficiency HVAC,Smart LED,False,0.0,False,Platinum,9832300.0,9832300.0,0.0,0.0,258.51,Cascade Building Group,0,None,False,850574.0,22.39999962,29800.0,18400.0,57900.0,106100.0,2.79,4.9,0.13,94,Excellent,Solar Panel Installation,75800.0,3700.0,20.49,25.56,Low,Medium,13015300.0,342.19,2,Low Risk
BLDG_21208,STONE AVENUE BUILDING,Retail,Seattle,4C (Marine),1964,60,92080.0,2,Retail,0.92,Steel,Curtain Wall,0.43,Low,Standard HVAC,Incandescent,False,0.0,False,None,16178900.0,16178900.0,0.0,0.0,175.7,Summit Contractors,0,None,False,7154490.0,75.30000305,250400.0,16300.0,164100.0,430800.0,4.68,193.4,2.1,21,Poor,HVAC Upgrade,148500.0,55100.0,2.7,21.13,Critical,Medium,29102900.0,316.06,7,High Risk
BLDG_21862,ESCALA,Residential,Seattle,4C (Marine),2010,14,480789.0,31,Residential,0.86,Steel,Masonry,0.53,High,Heat Pump,Smart LED,True,431.9,False,Silver,110980400.0,116529400.0,5549000.0,0.05,242.37,Summit Contractors,28,Permit Delay,True,18910260.0,31.89999962,597100.0,215400.0,535500.0,1348000.0,2.8,451.1,0.94,94,Excellent,Building Automation System,177300.0,116300.0,1.52,10.04,Critical,Medium,156969400.0,326.48,0,Low Risk
BLDG_50157,SPRINGLINE APARTMENTS,Residential,Seattle,4C (Marine),2017,7,161999.0,5,Residential,0.93,Timber,Masonry,0.28,Medium,Heat Pump,LED,False,0.0,False,Gold,38519900.0,45850200.0,7330300.0,0.1903,283.03,Apex Builders,131,Material Shortage,True,5202736.0,39.59999847,182100.0,83100.0,185300.0,450500.0,2.78,133.6,0.82,90,Excellent,Solar Panel Installation,241000.0,15700.0,15.35,20.23,Low,Medium,59365200.0,366.45,3,Low Risk
BLDG_395,FERGUSON TERMINAL,Mixed Use,Seattle,4C (Marine),1973,51,52500.0,1,Mixed Use,0.86,Concrete,Window Wall,0.4,Low,District Heating,Fluorescent,True,348.5,False,Gold,17093600.0,17093600.0,0.0,0.0,325.59,Summit Contractors,0,None,False,1625521.0,31.0,22800.0,13500.0,84300.0,120600.0,2.3,68.0,1.3,67,Good,LED Lighting Retrofit,17700.0,4100.0,4.32,10.9,High,Low,20711600.0,394.51,2,Low Risk
BLDG_23170,THE COURT AT NORTHGATE,Residential,Seattle,4C (Marine),1978,46,135955.0,3,Residential,0.88,Timber,Masonry,0.46,Medium,District Heating,LED,False,0.0,False,Gold,32188500.0,32484600.0,296100.0,0.0092,238.94,Summit Contractors,0,None,False,3592910.0,26.39999962,125800.0,65900.0,208700.0,400400.0,2.95,33.4,0.25,88,Excellent,Solar Panel Installation,206200.0,13100.0,15.74,23.38,Low,Medium,44496600.0,327.29,2,Low Risk
BLDG_23671,AREIS BUILDING,Office,Seattle,4C (Marine),1959,65,50333.0,4,Office,0.9,Steel,Curtain Wall,0.26,High,High Efficiency HVAC,LED,True,378.3,False,Gold,16439000.0,16876300.0,437300.0,0.0266,335.29,Emerald City Construction,45,Weather,True,1191377.0,23.70000076,16700.0,11200.0,77500.0,105400.0,2.09,6.9,0.21,90,Excellent,LED Lighting Retrofit,17100.0,3000.0,5.7,8.14,High,Low,20038300.0,398.11,1,Low Risk
BLDG_28476,NWCP MAYNARD,Mixed Use,Seattle,4C (Marine),1965,59,30800.0,1,Mixed Use,0.9,Timber,Curtain Wall,0.28,Medium,District Heating,LED,False,0.0,False,None,9012000.0,9088600.0,76600.0,0.0085,295.08,Apex Builders,0,None,False,542400.0,17.60000038,19000.0,8300.0,47100.0,74400.0,2.42,11.3,0.37,79,Good,Solar Panel Installation,66000.0,3000.0,22.0,27.45,Low,Medium,11320600.0,367.55,3,Low Risk
BLDG_26176,GREEN LAKE POINT,Residential,Seattle,4C (Marine),2009,15,35843.0,5,Residential,0.93,Brick,Masonry,0.33,High,Heat Pump,Smart LED,True,49.4,False,Gold,8174900.0,9689700.0,1514800.0,0.1853,270.34,Apex Builders,83,Design Change,True,696672.0,19.39999962,17000.0,18300.0,43900.0,79200.0,2.21,5.7,0.24,96,Excellent,Building Automation System,21500.0,4700.0,4.57,14.36,High,Medium,12065700.0,336.63,2,Low Risk
BLDG_23633,7300 WOODLAWN AVENUE CONDOMINIUM,Residential,Seattle,4C (Marine),1967,57,20210.0,3,Residential,0.87,Steel,Curtain Wall,0.52,High,Heat Pump,Smart LED,False,0.0,False,Platinum,4655900.0,4829100.0,173200.0,0.0372,238.95,Emerald City Construction,43,Contractor Delay,True,379252.0,18.79999924,13300.0,10200.0,30400.0,53900.0,2.67,2.2,0.11,95,Excellent,Water Efficiency Upgrade,7600.0,2900.0,2.62,4.03,Critical,Low,6446100.0,318.96,2,Low Risk
BLDG_22983,VILLA ANITA APTS,Residential,Seattle,4C (Marine),1977,47,20383.0,3,Residential,0.86,Concrete,Insulated Panels,0.48,High,High Efficiency HVAC,Smart LED,True,434.8,False,Platinum,5700700.0,6903000.0,1202300.0,0.2109,338.66,Summit Contractors,96,Design Change,True,422966.0,20.79999924,5900.0,10300.0,33100.0,49300.0,2.42,2.5,0.12,93,Excellent,Solar Panel Installation,65000.0,2900.0,22.41,15.34,Low,Medium,8382000.0,411.23,3,Low Risk
BLDG_50715,BALLARD BLOCK II- 1401 NW 46TH ST,Mixed Use,Seattle,4C (Marine),2018,6,91200.0,5,Mixed Use,0.95,Composite,Insulated Panels,0.36,Medium,District Heating,Smart LED,False,0.0,False,Certified,25522900.0,25522900.0,0.0,0.0,279.86,Summit Contractors,0,None,False,3366477.0,53.90000153,117800.0,27100.0,107100.0,252000.0,2.76,47.9,0.77,71,Good,Water Efficiency Upgrade,20400.0,7600.0,2.68,2.77,Critical,Low,33082900.0,362.75,2,Low Risk
BLDG_19790,AMBASSADOR 2 CONDO,Residential,Seattle,4C (Marine),1992,32,44715.0,5,Residential,0.91,Brick,Masonry,0.17,High,District Heating,Smart LED,True,262.7,False,Gold,10791800.0,10904000.0,112200.0,0.0104,243.86,Apex Builders,0,None,False,1503135.0,33.59999847,21000.0,20000.0,57900.0,98900.0,2.21,22.2,1.07,100,Excellent,Solar Panel Installation,84600.0,4300.0,19.67,19.11,Low,Medium,13871000.0,310.21,1,Low Risk
BLDG_19736,BELCOURT PLACE CONDOMINIUM,Residential,Seattle,4C (Marine),1986,38,24864.0,4,Residential,0.94,Timber,Window Wall,0.25,Medium,High Efficiency HVAC,LED,False,0.0,False,None,5845400.0,6721600.0,876200.0,0.1499,270.33,Summit Contractors,109,Material Shortage,True,561292.0,22.60000038,19600.0,13600.0,32100.0,65300.0,2.63,3.3,0.13,70,Good,Solar Panel Installation,65000.0,2900.0,22.41,19.49,Low,Medium,8680600.0,349.12,4,Medium Risk
BLDG_50075,ASTRO APARTMENTS,Residential,Seattle,4C (Marine),2015,9,260051.0,7,Residential,0.95,Brick,Masonry,0.17,Medium,District Heating,LED,False,0.0,False,Gold,62586700.0,62586700.0,0.0,0.0,240.67,Apex Builders,0,None,False,6110848.0,41.90000153,213900.0,121600.0,317000.0,652500.0,2.51,151.4,0.89,96,Excellent,Solar Panel Installation,371800.0,25100.0,14.81,21.51,Low,Medium,82161700.0,315.94,1,Low Risk
BLDG_22574,NICKERSON BUSINESS CENTER,Office,Seattle,4C (Marine),1961,63,20022.0,2,Office,0.82,Concrete,Insulated Panels,0.42,High,Standard HVAC,Smart LED,False,0.0,False,Gold,6059100.0,6059100.0,0.0,0.0,302.62,Summit Contractors,0,None,False,650748.0,31.29999924,22800.0,3800.0,35100.0,61700.0,3.08,3.8,0.19,77,Good,Building Automation System,16000.0,5200.0,3.08,11.13,Critical,Medium,7910100.0,395.07,3,Low Risk
BLDG_20021,THE CENTURY HOUSE,Residential,Seattle,4C (Marine),1971,53,58485.0,4,Residential,0.94,Composite,Masonry,0.39,Low,Electric Resistance,Fluorescent,False,0.0,False,None,13141500.0,13254500.0,113000.0,0.0086,226.63,Cascade Building Group,0,None,False,2681173.0,45.79999924,93800.0,27400.0,87800.0,209000.0,3.57,15.6,0.27,31,Poor,HVAC Upgrade,99800.0,20600.0,4.84,23.41,Critical,Medium,19524500.0,333.84,8,High Risk
BLDG_800,TARGET STORE,Retail,Seattle,4C (Marine),1992,32,102500.0,1,Retail,0.9,Glass-heavy facade,Curtain Wall,0.76,Medium,High Efficiency HVAC,LED,True,364.4,False,None,22508900.0,22821800.0,312900.0,0.0139,222.65,Emerald City Construction,0,None,False,8699984.0,87.5,249800.0,17800.0,139000.0,406600.0,3.97,259.6,2.53,68,Good,Solar Panel Installation,161600.0,9900.0,16.32,16.25,Low,Medium,35019800.0,341.66,2,Low Risk
BLDG_50516,WEST EDGE TOWER,Residential,Seattle,4C (Marine),2016,8,567403.0,39,Residential,0.96,Steel,Window Wall,0.42,Medium,District Heating,Smart LED,True,92.2,False,Gold,136054200.0,145373900.0,9319700.0,0.0685,256.21,Pacific Structures,61,Supply Chain Issue,True,17810800.0,37.29999924,609500.0,271200.0,648200.0,1528900.0,2.69,468.8,0.98,85,Excellent,Building Automation System,207600.0,123800.0,1.68,11.53,Critical,Medium,191240900.0,337.05,1,Low Risk
BLDG_24909,FIRST LUTHERAN CHURCH OF BALLARD,Mixed Use,Seattle,4C (Marine),1928,96,24120.0,2,Mixed Use,0.87,Brick,Masonry,0.17,Low,Electric Resistance,Fluorescent,False,0.0,False,None,7309300.0,8193700.0,884400.0,0.121,339.71,Cascade Building Group,75,Material Shortage,True,666802.0,27.60000038,23300.0,6400.0,38900.0,68600.0,2.84,20.8,0.86,58,Fair,Insulation Improvement,24900.0,2600.0,9.58,14.33,Medium,Medium,10251700.0,425.03,6,Medium Risk
BLDG_20765,CONTINENTAL PLACE CONDOMINIUM,Residential,Seattle,4C (Marine),1981,43,190610.0,33,Residential,0.98,Glass-heavy facade,Curtain Wall,0.79,Low,Standard HVAC,Incandescent,False,0.0,False,None,47629600.0,47629600.0,0.0,0.0,249.88,Summit Contractors,0,None,False,14102082.0,77.0,493600.0,107000.0,284400.0,885000.0,4.64,535.9,2.81,22,Poor,Deep Energy Retrofit,860600.0,250000.0,3.44,35.42,Critical,High,74179600.0,389.17,10,Critical Risk
BLDG_19509,DEXTER LAKE UNION,Residential,Seattle,4C (Marine),2003,21,286408.0,11,Residential,0.9,Glass-heavy facade,Curtain Wall,0.72,High,High Efficiency HVAC,LED,False,0.0,True,Gold,77821600.0,78132900.0,311300.0,0.004,272.8,Pacific Structures,0,None,False,5018021.0,25.70000076,175600.0,142500.0,353300.0,671400.0,2.34,29.2,0.15,98,Excellent,Solar Panel Installation,406800.0,27700.0,14.69,24.81,Low,Medium,98274900.0,343.13,1,Low Risk
BLDG_366,UNIVERSITY DISTRICT BUILDING,Office,Seattle,4C (Marine),1961,63,99005.0,5,Office,0.87,Steel,Masonry,0.31,Low,Heat Pump,LED,False,0.0,False,None,27468000.0,27539400.0,71400.0,0.0026,278.16,Cascade Building Group,0,None,False,7967106.0,95.0,278800.0,21500.0,163100.0,463400.0,4.68,311.6,3.84,41,Fair,Window Replacement,195200.0,33500.0,5.83,11.54,High,Medium,41441400.0,418.58,8,High Risk
BLDG_25386,EAGLE COURT APTS,Residential,Seattle,4C (Marine),1968,56,29581.0,3,Residential,0.93,Concrete,Masonry,0.47,Medium,Heat Pump,LED,True,65.4,False,Gold,7096500.0,7096500.0,0.0,0.0,239.9,Emerald City Construction,0,None,False,733078.0,29.5,15800.0,15000.0,47800.0,78600.0,2.66,15.6,0.63,98,Excellent,Water Efficiency Upgrade,9300.0,4200.0,2.21,3.58,Critical,Low,9454500.0,319.61,1,Low Risk
BLDG_24538,CLOVERDALE BUSINESS PARK (BLDG C),Mixed Use,Seattle,4C (Marine),1979,45,48020.0,1,Mixed Use,0.87,Brick,Masonry,0.28,High,Heat Pump,LED,False,0.0,False,Silver,14166500.0,16062000.0,1895500.0,0.1338,334.49,Pacific Structures,79,Material Shortage,True,1219544.0,25.5,42700.0,13700.0,75700.0,132100.0,2.75,35.0,0.73,85,Excellent,Building Automation System,25800.0,10200.0,2.53,13.38,Critical,Medium,20025000.0,417.01,3,Low Risk
BLDG_21958,ELEKTRA CONDOMINIUM,Residential,Seattle,4C (Marine),1957,67,151680.0,16,Residential,0.82,Concrete,Curtain Wall,0.39,High,Heat Pump,LED,True,312.2,False,Gold,35851200.0,35851200.0,0.0,0.0,236.36,Pacific Structures,0,None,False,8946199.0,59.0,266300.0,67200.0,244900.0,578400.0,3.81,363.8,2.73,89,Excellent,LED Lighting Retrofit,45500.0,47900.0,0.95,10.1,Critical,Low,53203200.0,350.76,4,Medium Risk
BLDG_23125,ARROWHEAD GARDENS,Residential,Seattle,4C (Marine),2010,14,435501.0,6,Residential,0.95,Steel,Window Wall,0.32,High,Heat Pump,Smart LED,True,438.1,False,Platinum,107401300.0,116938500.0,9537200.0,0.0888,268.51,Emerald City Construction,58,Supply Chain Issue,True,12601321.0,34.09999847,375300.0,215300.0,506000.0,1096600.0,2.52,234.3,0.63,95,Excellent,Solar Panel Installation,525000.0,36200.0,14.5,26.96,Low,Medium,149836500.0,344.06,0,Low Risk
BLDG_40388,MAGNOLIA MANOR,Residential,Seattle,4C (Marine),1968,56,24386.0,4,Residential,0.93,Timber,Curtain Wall,0.32,Medium,Heat Pump,LED,False,0.0,False,Certified,5908500.0,5991200.0,82700.0,0.014,245.68,Cascade Building Group,23,Permit Delay,True,589886.0,24.20000076,20600.0,12100.0,41400.0,74100.0,3.04,3.4,0.14,82,Excellent,LED Lighting Retrofit,9800.0,3700.0,2.65,11.08,Critical,Low,8214200.0,336.84,3,Low Risk
BLDG_27600,12329 ROOSEVELT WAY NE,Residential,Seattle,4C (Marine),1995,29,62566.0,4,Residential,0.88,Timber,Curtain Wall,0.28,Medium,Heat Pump,LED,False,0.0,False,Gold,14847400.0,14869700.0,22300.0,0.0015,237.66,Pacific Structures,0,None,False,1292585.0,29.79999924,45200.0,28200.0,91100.0,164500.0,2.63,7.5,0.17,95,Excellent,LED Lighting Retrofit,20500.0,8100.0,2.53,8.51,Critical,Low,19804700.0,316.54,1,Low Risk
BLDG_24132,820 SOUTH ADAMS BUILDING,Mixed Use,Seattle,4C (Marine),1957,67,25520.0,1,Mixed Use,0.96,Steel,Insulated Panels,0.3,Low,District Heating,LED,False,0.0,False,None,7632100.0,7632100.0,0.0,0.0,299.06,Emerald City Construction,0,None,False,1129794.0,44.29999924,39500.0,8400.0,39800.0,87700.0,3.44,50.2,1.97,44,Fair,Window Replacement,59200.0,4700.0,12.6,10.27,Low,Medium,10263100.0,402.16,6,Medium Risk
BLDG_26243,NORTHGATE WEST CONDOMINIUM,Residential,Seattle,4C (Marine),1979,45,102298.0,3,Residential,0.93,Brick,Masonry,0.19,Medium,Heat Pump,Smart LED,True,448.0,False,Gold,25089200.0,25089200.0,0.0,0.0,245.26,Cascade Building Group,0,None,False,2539210.0,33.0,35500.0,46400.0,154500.0,236400.0,2.31,19.4,0.19,82,Excellent,Water Efficiency Upgrade,22400.0,13000.0,1.72,3.94,Critical,Low,32181200.0,314.58,1,Low Risk
BLDG_23826,TARA APTS,Residential,Seattle,4C (Marine),1964,60,21608.0,4,Residential,0.84,Concrete,Window Wall,0.42,High,Heat Pump,Smart LED,True,286.0,False,Silver,5619500.0,5619500.0,0.0,0.0,260.07,Summit Contractors,0,None,False,454509.0,21.0,6400.0,10600.0,36700.0,53700.0,2.49,2.6,0.12,94,Excellent,Solar Panel Installation,65000.0,2900.0,22.41,27.48,Low,Medium,7230500.0,334.62,1,Low Risk
BLDG_22315,BALLARD 57,Residential,Seattle,4C (Marine),2016,8,23349.0,6,Residential,0.94,Steel,Rain Screen,0.49,Medium,High Efficiency HVAC,LED,False,0.0,False,Gold,5612900.0,5612900.0,0.0,0.0,240.39,Apex Builders,0,None,False,824462.0,35.29999924,28900.0,11600.0,26100.0,66600.0,2.85,19.0,0.82,97,Excellent,Building Automation System,17200.0,5600.0,3.07,15.85,Critical,Medium,7610900.0,325.96,1,Low Risk
BLDG_21389,WAREHOUSE,Mixed Use,Seattle,4C (Marine),1951,73,57310.0,1,Mixed Use,0.93,Concrete,Rain Screen,0.48,High,District Heating,Smart LED,False,0.0,False,Platinum,17562600.0,17562600.0,0.0,0.0,306.45,Summit Contractors,0,None,False,719030.0,12.5,25200.0,18700.0,89200.0,133100.0,2.32,22.6,0.39,93,Excellent,Solar Panel Installation,101400.0,5500.0,18.44,17.85,Low,Medium,21555600.0,376.12,3,Low Risk
BLDG_52006,YESLER FAMILY HOUSING,Residential,Seattle,4C (Marine),2023,1,161940.0,6,Residential,0.96,Concrete,Window Wall,0.54,High,District Heating,Smart LED,False,0.0,False,Certified,35384600.0,35384600.0,0.0,0.0,218.5,Summit Contractors,0,None,False,6184022.0,27.70000076,216400.0,91600.0,195000.0,503000.0,3.11,146.2,0.9,79,Good,Solar Panel Installation,241000.0,15700.0,15.35,27.52,Low,Medium,50474600.0,311.69,3,Low Risk
BLDG_21909,GROUP HEALTH NORTHGATE,Healthcare,Seattle,4C (Marine),1968,56,38745.0,2,Healthcare,0.89,Brick,Masonry,0.2,High,Heat Pump,Smart LED,False,0.0,False,Gold,19481600.0,19532300.0,50700.0,0.0026,504.12,Apex Builders,0,None,False,2074072.0,51.20000076,72600.0,27000.0,62400.0,162000.0,4.18,36.2,0.94,95,Excellent,Building Automation System,22600.0,14000.0,1.61,14.35,Critical,Medium,24392300.0,629.56,2,Low Risk
BLDG_61,PALIHOTEL,Hospitality,Seattle,4C (Marine),1900,124,50510.0,4,Hospitality,0.89,Concrete,Masonry,0.41,Low,Standard HVAC,Fluorescent,False,0.0,False,Certified,17043400.0,17276900.0,233500.0,0.0137,342.05,Summit Contractors,0,None,False,4806724.0,96.09999847,168200.0,25600.0,83700.0,277500.0,5.49,154.4,3.06,62,Good,LED Lighting Retrofit,17100.0,30300.0,0.56,11.32,Critical,Low,25601900.0,506.87,7,High Risk
