building_id,building_name,building_type,location_city,climate_zone,year_built,floor_area_sqft,number_of_floors,occupancy_type,average_occupancy_rate,primary_material,facade_type,window_to_wall_ratio,insulation_level,hvac_system_type,lighting_system_type,renewable_energy_flag,solar_panel_capacity_kw,green_roof_flag,leed_certification_level,data_source
BLDG_20007,WESTWOOD COURT APTS,Residential,Seattle,4C (Marine),1988,48996.0,4,Residential,0.91,Glass-heavy facade,Curtain Wall,0.84,High,Heat Pump,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_799,CLOVERDALE BUSINESS PARK (BLDG D),Mixed Use,Seattle,4C (Marine),1979,54880.0,1,Mixed Use,0.95,Composite,Masonry,0.42,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_27928,JEWISH FAMILY SERVICE,Office,Seattle,4C (Marine),1958,25834.0,3,Office,0.92,Glass-heavy facade,Curtain Wall,0.69,Low,Mixed System,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_27301,"EXECUTIVE ESTATES (BLDGS F, G & H)",Residential,Seattle,4C (Marine),1968,143369.0,3,Residential,0.92,Timber,Window Wall,0.37,Medium,Heat Pump,Smart LED,True,218.4,False,Platinum,Seattle Open Data (2020)
BLDG_19988,GREENWOOD NORTH APTS,Residential,Seattle,4C (Marine),1966,31317.0,4,Residential,0.91,Concrete,Masonry,0.39,High,District Heating,LED,False,0.0,False,Certified,Seattle Open Data (2020)
BLDG_39673,VIVIAN MCLEAN PLACE - AFFORDABLE HOUSING,Residential,Seattle,4C (Marine),2002,27752.0,3,Residential,0.92,Brick,Masonry,0.32,High,High Efficiency HVAC,LED,True,132.6,False,Gold,Seattle Open Data (2020)
BLDG_23284,JEFFERSON TERRACE,Residential,Seattle,4C (Marine),1967,212938.0,17,Residential,0.87,Steel,Rain Screen,0.42,High,District Heating,Smart LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_26246,UNION ARMS,Residential,Seattle,4C (Marine),1925,67304.0,3,Residential,0.86,Steel,Rain Screen,0.32,Low,Electric Resistance,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_25416,MARSELLE,Residential,Seattle,4C (Marine),2009,138125.0,7,Residential,0.82,Timber,Insulated Panels,0.33,Medium,High Efficiency HVAC,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_20164,JULIE APARTMENTS,Residential,Seattle,4C (Marine),1929,30180.0,5,Residential,0.85,Concrete,Window Wall,0.54,Low,Electric Resistance,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_21537,CIVIC HOTEL,Hospitality,Seattle,4C (Marine),1961,29186.0,3,Hospitality,0.92,Steel,Window Wall,0.32,High,Heat Pump,LED,True,36.9,False,Platinum,Seattle Open Data (2020)
BLDG_25866,2001 WESTLAKE TERRACE CONDOMINIUM,Residential,Seattle,4C (Marine),1967,26294.0,4,Residential,0.91,Brick,Masonry,0.3,Low,High Efficiency HVAC,LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_28048,MERIDIAN PLACE APTS (BLDGS E & F),Residential,Seattle,4C (Marine),1986,51908.0,3,Residential,0.81,Composite,Masonry,0.38,High,Electric Resistance,Smart LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_24430,Hollywood Lofts,Residential,Seattle,4C (Marine),2015,49062.0,5,Residential,0.85,Steel,Curtain Wall,0.27,High,Heat Pump,LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_50371,SENTRAL SLU,Residential,Seattle,4C (Marine),2017,200823.0,7,Residential,0.86,Composite,Masonry,0.47,High,High Efficiency HVAC,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_658,505 UNION STATION,Office,Seattle,4C (Marine),2000,312512.0,11,Office,0.88,Glass-heavy facade,Curtain Wall,0.69,Low,Mixed System,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_23805,ANDREWS APARTMENTS,Residential,Seattle,4C (Marine),1910,20022.0,3,Residential,0.84,Steel,Rain Screen,0.43,Medium,District Heating,Smart LED,True,224.8,False,Platinum,Seattle Open Data (2020)
BLDG_386,IBM BUILDING,Office,Seattle,4C (Marine),1964,336330.0,22,Office,0.86,Concrete,Window Wall,0.49,Low,Heat Pump,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_33254,THE CORYDON (Merrill Gardens at the University),Residential,Seattle,4C (Marine),2008,260368.0,4,Residential,0.89,Glass-heavy facade,Curtain Wall,0.78,Medium,Electric Resistance,LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_708,3131 ELLIOTT BLDG,Office,Seattle,4C (Marine),1986,277486.0,7,Office,0.94,Steel,Rain Screen,0.42,Low,District Heating,LED,True,233.2,False,None,Seattle Open Data (2020)
BLDG_27844,THE MADKIN,Residential,Seattle,4C (Marine),1904,24800.0,3,Residential,0.83,Concrete,Rain Screen,0.35,High,Heat Pump,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_26282,WINDWATCH TOWNHOUSES CONDOMINIUM,Residential,Seattle,4C (Marine),1987,44832.0,4,Residential,0.92,Timber,Window Wall,0.47,High,High Efficiency HVAC,LED,True,257.9,False,Gold,Seattle Open Data (2020)
BLDG_25659,UNION TRUST BUILDING,Office,Seattle,4C (Marine),1902,39030.0,4,Office,0.77,Glass-heavy facade,Curtain Wall,0.7,Medium,Heat Pump,LED,False,0.0,True,Silver,Seattle Open Data (2020)
BLDG_21852,EMBASSY THE CONDOMINIUM,Residential,Seattle,4C (Marine),1985,45235.0,3,Residential,0.89,Brick,Masonry,0.31,Medium,District Heating,Smart LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_50639,MOUNT BAKER STATION - SOUTH BLDG,Residential,Seattle,4C (Marine),2020,203262.0,7,Residential,0.96,Concrete,Insulated Panels,0.47,High,Heat Pump,Smart LED,True,438.9,False,Gold,Seattle Open Data (2020)
BLDG_25853,1223 SPRING STREET CONDOMINIUM,Residential,Seattle,4C (Marine),1929,66924.0,12,Residential,0.77,Steel,Masonry,0.47,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_21438,SELLEN OFFICE BLDG WITH EC LAND PARCELS,Office,Seattle,4C (Marine),1999,38038.0,4,Office,0.89,Glass-heavy facade,Curtain Wall,0.8,High,High Efficiency HVAC,LED,True,286.2,True,Silver,Seattle Open Data (2020)
BLDG_50897,WATERWAY BUILDING,Residential,Seattle,4C (Marine),2021,29898.0,4,Residential,0.94,Timber,Curtain Wall,0.26,High,Heat Pump,LED,True,86.7,False,Platinum,Seattle Open Data (2020)
BLDG_21745,FAIRWAY ESTATES CONDOMINIUM,Residential,Seattle,4C (Marine),1974,143539.0,7,Residential,0.94,Concrete,Insulated Panels,0.54,Medium,Heat Pump,LED,False,0.0,False,Certified,Seattle Open Data (2020)
BLDG_29214,1001-1005 6th Ave. S,Mixed Use,Seattle,4C (Marine),1922,37400.0,1,Mixed Use,0.83,Concrete,Insulated Panels,0.47,High,High Efficiency HVAC,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020)
BLDG_25069,O'DEA HIGH SCHOOL,Educational,Seattle,4C (Marine),1923,46100.0,4,Educational,0.92,Composite,Insulated Panels,0.43,Low,Standard HVAC,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_23017,FIFTH AVENUE MEDICAL CENTER,Healthcare,Seattle,4C (Marine),1988,28841.0,3,Healthcare,0.9,Brick,Masonry,0.24,High,High Efficiency HVAC,Smart LED,True,278.9,False,Silver,Seattle Open Data (2020)
BLDG_50695,ALMQUIST PLACE,Residential,Seattle,4C (Marine),2020,62548.0,7,Residential,0.85,Steel,Window Wall,0.49,High,High Efficiency HVAC,Smart LED,True,285.2,False,Gold,Seattle Open Data (2020)
BLDG_50018,LIGHTBOX APTS,Residential,Seattle,4C (Marine),2014,82087.0,7,Residential,0.85,Brick,Masonry,0.33,High,High Efficiency HVAC,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_20017,EMERALD SHORES,Residential,Seattle,4C (Marine),1958,32612.0,3,Residential,0.89,Timber,Curtain Wall,0.54,Medium,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_25617,TUSCANY AT LAKE CITY CONDOMINIUM,Residential,Seattle,4C (Marine),1986,32400.0,6,Residential,0.92,Concrete,Masonry,0.35,High,Heat Pump,LED,True,297.6,False,Platinum,Seattle Open Data (2020)
BLDG_577,NORTHWAY WEST BUILDING,Office,Seattle,4C (Marine),1981,86483.0,6,Office,0.91,Composite,Insulated Panels,0.48,Low,District Heating,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_50458,1111 EAST OLIVE,Residential,Seattle,4C (Marine),2018,81509.0,6,Residential,0.84,Timber,Masonry,0.51,High,High Efficiency HVAC,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_607,SAFEWAY 1965,Retail,Seattle,4C (Marine),2002,61053.0,1,Retail,0.77,Steel,Window Wall,0.34,Medium,Mixed System,Smart LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_27042,UWAJIMAYA VILLAGE,Residential,Seattle,4C (Marine),2000,294707.0,5,Residential,0.9,Steel,Curtain Wall,0.34,High,Heat Pump,LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_22681,LESLEY MANOR,Residential,Seattle,4C (Marine),1964,36000.0,4,Residential,0.92,Brick,Masonry,0.24,High,District Heating,LED,True,159.0,False,Platinum,Seattle Open Data (2020)
BLDG_27260,MOSLER LOFTS,Residential,Seattle,4C (Marine),2007,175353.0,12,Residential,0.95,Steel,Curtain Wall,0.51,High,High Efficiency HVAC,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020)
BLDG_552,SOUTH SEATTLE DISTRIBUTION CENTER- 3800,Mixed Use,Seattle,4C (Marine),1968,174227.0,1,Mixed Use,0.8,Brick,Masonry,0.21,Low,Standard HVAC,Fluorescent,False,0.0,False,Certified,Seattle Open Data (2020)
BLDG_24072,RAVENNA HOUSE APTS,Residential,Seattle,4C (Marine),1970,25300.0,4,Residential,0.84,Glass-heavy facade,Curtain Wall,0.84,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_413,VANCE BUILDING,Office,Seattle,4C (Marine),1929,137500.0,14,Office,0.94,Glass-heavy facade,Curtain Wall,0.74,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_50158,AVA CAPITOL HILL,Residential,Seattle,4C (Marine),2016,310892.0,7,Residential,0.94,Steel,Masonry,0.45,High,Heat Pump,LED,True,135.5,False,Gold,Seattle Open Data (2020)
BLDG_220,Terreno 1st Ave South,Mixed Use,Seattle,4C (Marine),1937,234144.0,1,Mixed Use,0.96,Concrete,Curtain Wall,0.48,High,Standard HVAC,Smart LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_575,NORTHWAY SQUARE EAST,Healthcare,Seattle,4C (Marine),1974,86400.0,5,Healthcare,0.82,Composite,Rain Screen,0.26,Low,District Heating,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_21719,ELIKAI APTS,Residential,Seattle,4C (Marine),1966,26873.0,4,Residential,0.92,Concrete,Window Wall,0.42,High,Heat Pump,Smart LED,True,89.5,False,Silver,Seattle Open Data (2020)
BLDG_50680,Arbora Court,Residential,Seattle,4C (Marine),2017,135492.0,7,Residential,0.92,Glass-heavy facade,Curtain Wall,0.76,High,District Heating,Smart LED,True,392.0,False,Gold,Seattle Open Data (2020)
BLDG_50169,SAVANNA APARTMENTS,Residential,Seattle,4C (Marine),2016,31988.0,6,Residential,0.96,Glass-heavy facade,Curtain Wall,0.68,High,High Efficiency HVAC,LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_27431,RESIDENCE AT 5TH AVENUE NORTH CONDOMINIUM,Residential,Seattle,4C (Marine),2002,58359.0,4,Residential,0.82,Timber,Curtain Wall,0.27,High,District Heating,LED,True,352.5,False,Platinum,Seattle Open Data (2020)
BLDG_27625,MADISON PARK WATERFRONT CONDOMINIUM,Residential,Seattle,4C (Marine),1964,32366.0,4,Residential,0.9,Glass-heavy facade,Curtain Wall,0.67,High,District Heating,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_27299,EXECUTIVE ESTATES (BLDGS N & R),Residential,Seattle,4C (Marine),1985,48863.0,4,Residential,0.92,Steel,Masonry,0.53,High,High Efficiency HVAC,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_21244,QUEEN ANNE HEALTHCARE,Mixed Use,Seattle,4C (Marine),1970,46539.0,2,Mixed Use,0.93,Concrete,Insulated Panels,0.5,High,High Efficiency HVAC,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_26523,RENAISSANCE BUILDING,Residential,Seattle,4C (Marine),1997,43644.0,4,Residential,0.88,Brick,Masonry,0.35,High,District Heating,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_19510,ADMIRAL CONDOMINIUM,Residential,Seattle,4C (Marine),2002,93114.0,4,Residential,0.95,Brick,Masonry,0.2,High,Standard HVAC,Smart LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_51,ECKSTEIN MIDDLE (SPS-DISTRICT),Educational,Seattle,4C (Marine),1950,175565.0,2,Educational,0.82,Concrete,Curtain Wall,0.48,High,Heat Pump,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_50325,ONE LAKEFRONT AT 1287,Residential,Seattle,4C (Marine),2016,395317.0,6,Residential,0.8,Glass-heavy facade,Curtain Wall,0.82,High,Heat Pump,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_22166,GEORGETOWN CENTER - BLDG A,Retail,Seattle,4C (Marine),1958,56193.0,2,Retail,0.91,Steel,Insulated Panels,0.37,High,Heat Pump,LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_27266,NORTHPARK VILLA,Residential,Seattle,4C (Marine),2005,93191.0,6,Residential,0.9,Brick,Masonry,0.27,High,High Efficiency HVAC,LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_50037,APOLLO BLDG (AMAZON),Office,Seattle,4C (Marine),2014,480702.0,12,Office,0.94,Glass-heavy facade,Curtain Wall,0.76,High,Heat Pump,Smart LED,False,0.0,True,Gold,Seattle Open Data (2020)
BLDG_21314,SIXTH AND PINE BUILDING,Residential,Seattle,4C (Marine),1923,67560.0,10,Residential,0.91,Brick,Masonry,0.2,High,High Efficiency HVAC,Smart LED,True,166.8,False,Platinum,Seattle Open Data (2020)
BLDG_49725,VIRGINIA MASON - Jones Pavilion,Healthcare,Seattle,4C (Marine),2012,267470.0,7,Healthcare,0.87,Glass-heavy facade,Curtain Wall,0.79,Low,Standard HVAC,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_26730,NIKKEI MANOR,Residential,Seattle,4C (Marine),1998,43380.0,3,Residential,0.96,Concrete,Rain Screen,0.33,High,Heat Pump,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_20921,COBRIZO CONDOMINIUM,Residential,Seattle,4C (Marine),2002,41316.0,4,Residential,0.9,Composite,Masonry,0.36,High,District Heating,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_25856,TWENTY-THIRD AND MAIN CONDOMINIUM,Residential,Seattle,4C (Marine),2000,49310.0,6,Residential,0.88,Glass-heavy facade,Curtain Wall,0.83,High,High Efficiency HVAC,LED,False,0.0,False,Certified,Seattle Open Data (2020)
BLDG_21897,JACK HOZACK INC,Mixed Use,Seattle,4C (Marine),1978,22176.0,1,Mixed Use,0.97,Steel,Insulated Panels,0.42,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_19890,AUSTIN A BELL CONDOMINIUM,Residential,Seattle,4C (Marine),1908,48786.0,5,Residential,0.84,Timber,Window Wall,0.52,High,Heat Pump,LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_49785,KAVELA APARTMENTS,Residential,Seattle,4C (Marine),2013,84577.0,6,Residential,0.9,Composite,Window Wall,0.42,Medium,High Efficiency HVAC,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_49687,SAFEWAY #1885,Retail,Seattle,4C (Marine),2003,93997.0,4,Retail,0.93,Timber,Insulated Panels,0.39,Low,Mixed System,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_26425,WOODLAND CREST CONDOMINIUM,Residential,Seattle,4C (Marine),1985,27432.0,3,Residential,0.89,Glass-heavy facade,Curtain Wall,0.75,Medium,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_21278,CHURCH OF SCIENTOLOGY OF WASHINGTON STATE,Mixed Use,Seattle,4C (Marine),1955,31945.0,5,Mixed Use,0.86,Concrete,Window Wall,0.28,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_144,ALEXIS HOTEL,Hospitality,Seattle,4C (Marine),1904,182237.0,5,Hospitality,0.94,Glass-heavy facade,Curtain Wall,0.77,High,High Efficiency HVAC,LED,True,184.1,False,Gold,Seattle Open Data (2020)
BLDG_24351,1964 4TH AVE S,Mixed Use,Seattle,4C (Marine),1916,71283.0,3,Mixed Use,0.88,Composite,Window Wall,0.41,High,Heat Pump,Smart LED,True,333.1,False,Certified,Seattle Open Data (2020)
BLDG_23595,KINNEAR APTS,Residential,Seattle,4C (Marine),1907,34498.0,4,Residential,0.94,Composite,Insulated Panels,0.39,Medium,High Efficiency HVAC,LED,True,231.8,False,Silver,Seattle Open Data (2020)
BLDG_26746,LAKEVIEW NORTH CONDOMINIUM,Residential,Seattle,4C (Marine),1989,21990.0,3,Residential,0.86,Timber,Rain Screen,0.54,High,District Heating,LED,True,260.3,False,Platinum,Seattle Open Data (2020)
BLDG_62,HOTEL THEODORE (ROOSEVELT),Hospitality,Seattle,4C (Marine),1930,98634.0,20,Hospitality,0.92,Glass-heavy facade,Curtain Wall,0.75,Low,Electric Resistance,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_20564,SWEETBRIAR APTS (MIXED USE),Residential,Seattle,4C (Marine),2008,84147.0,4,Residential,0.87,Concrete,Window Wall,0.32,High,High Efficiency HVAC,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_50188,THIRD AND BATTERY BUILDING,Office,Seattle,4C (Marine),2016,95576.0,4,Office,0.92,Concrete,Rain Screen,0.27,High,High Efficiency HVAC,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_50048,1101 WESTLAKE,Office,Seattle,4C (Marine),2015,185116.0,6,Office,0.95,Composite,Window Wall,0.49,High,District Heating,LED,True,261.0,False,None,Seattle Open Data (2020)
BLDG_50272,MAD FLATS,Residential,Seattle,4C (Marine),2015,20838.0,6,Residential,0.9,Steel,Rain Screen,0.26,High,District Heating,LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_50338,HARLOW HEIGHTS,Residential,Seattle,4C (Marine),2016,43262.0,4,Residential,0.9,Composite,Window Wall,0.47,High,Heat Pump,LED,True,185.4,False,Gold,Seattle Open Data (2020)
BLDG_19884,CENTENNIAL TOWER APTS,Residential,Seattle,4C (Marine),1990,321050.0,26,Residential,0.78,Concrete,Curtain Wall,0.33,High,Heat Pump,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_122,MUIR ELEMENTARY SCHOOL(SPS-DISTRICT),Educational,Seattle,4C (Marine),1991,60725.0,2,Educational,0.82,Glass-heavy facade,Curtain Wall,0.84,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_37248,RAINIER MALT HOUSE,Mixed Use,Seattle,4C (Marine),1904,72859.0,4,Mixed Use,0.92,Concrete,Rain Screen,0.42,Medium,Heat Pump,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_702,THE END OF ELLIOTT COMPLEX,Office,Seattle,4C (Marine),1937,59800.0,2,Office,0.91,Glass-heavy facade,Curtain Wall,0.68,Low,Standard HVAC,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_50887,The Polaris at Rainier Ranch,Residential,Seattle,4C (Marine),2022,205074.0,5,Residential,0.96,Steel,Rain Screen,0.29,High,Mixed System,Fluorescent,True,283.3,False,Certified,Seattle Open Data (2020)
BLDG_20073,GRIFFIN BUILDING,Office,Seattle,4C (Marine),1927,32356.0,4,Office,0.94,Glass-heavy facade,Curtain Wall,0.79,Medium,Heat Pump,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_371,METROPOLITAN PARK NORTH BUILDING,Mixed Use,Seattle,4C (Marine),2000,380312.0,11,Mixed Use,0.87,Steel,Window Wall,0.45,High,Heat Pump,Smart LED,True,260.8,False,Gold,Seattle Open Data (2020)
BLDG_314,EDGEWATER INN,Hospitality,Seattle,4C (Marine),1961,122309.0,4,Hospitality,0.88,Concrete,Insulated Panels,0.32,Low,Electric Resistance,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_26252,BUENA VISTA,Residential,Seattle,4C (Marine),1907,22800.0,3,Residential,0.91,Composite,Insulated Panels,0.45,High,High Efficiency HVAC,LED,True,200.7,False,Gold,Seattle Open Data (2020)
BLDG_50010,1515 NW LEARY WAY CUBE SMART,Mixed Use,Seattle,4C (Marine),2014,99751.0,4,Mixed Use,0.88,Composite,Curtain Wall,0.33,High,District Heating,LED,True,261.4,False,Gold,Seattle Open Data (2020)
BLDG_839,SILVER CLOUD INN - BROADWAY,Hospitality,Seattle,4C (Marine),2003,150545.0,6,Hospitality,0.96,Glass-heavy facade,Curtain Wall,0.74,Medium,Heat Pump,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_24194,BRISTOL APARTMENTS,Residential,Seattle,4C (Marine),1908,22308.0,3,Residential,0.86,Steel,Insulated Panels,0.51,Low,High Efficiency HVAC,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_49986,ARNETT HALL DORMITORY,Educational,Seattle,4C (Marine),2015,69801.0,5,Educational,0.93,Concrete,Rain Screen,0.42,High,Heat Pump,LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_19839,EMBASSY APARTMENTS,Residential,Seattle,4C (Marine),1925,21712.0,3,Residential,0.94,Composite,Masonry,0.51,High,High Efficiency HVAC,Smart LED,True,448.8,False,Gold,Seattle Open Data (2020)
BLDG_24488,HAWTHORNE HILLS PROF CENTER,Office,Seattle,4C (Marine),1967,20317.0,2,Office,0.86,Timber,Window Wall,0.36,Low,High Efficiency HVAC,LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_26232,NORTHERN LIGHTS CONDOMINIUM,Residential,Seattle,4C (Marine),1965,39967.0,3,Residential,0.86,Steel,Insulated Panels,0.43,Low,High Efficiency HVAC,LED,False,0.0,False,Certified,Seattle Open Data (2020)
BLDG_25360,WEDGEWOOD ESTATES (ALL 13 BLDGS COMBINED)- INACTIVE,Residential,Seattle,4C (Marine),1948,233540.0,2,Residential,0.9,Concrete,Window Wall,0.49,Medium,Standard HVAC,LED,False,0.0,False,Certified,Seattle Open Data (2020)
BLDG_21690,THE AVALON APTS,Residential,Seattle,4C (Marine),1908,26250.0,3,Residential,0.89,Brick,Masonry,0.22,Medium,District Heating,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_50778,OTHELLO PARK APARTMENTS 1 (LIHI),Residential,Seattle,4C (Marine),2021,81988.0,7,Residential,0.92,Steel,Curtain Wall,0.53,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_29148,RAINIER HOUSE,Residential,Seattle,4C (Marine),2008,43732.0,4,Residential,0.85,Brick,Masonry,0.22,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_25882,WESTBURY TERRACE CONDOMINIUM,Residential,Seattle,4C (Marine),1979,53088.0,5,Residential,0.82,Brick,Masonry,0.22,High,Heat Pump,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_24564,CAIRNS APARTMENTS,Residential,Seattle,4C (Marine),2005,136998.0,8,Residential,0.9,Concrete,Insulated Panels,0.4,High,Heat Pump,LED,True,331.4,False,Gold,Seattle Open Data (2020)
BLDG_19911,LEE COURT,Residential,Seattle,4C (Marine),1991,41834.0,6,Residential,0.92,Steel,Insulated Panels,0.48,Medium,High Efficiency HVAC,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_27089,NINE CHERRY SQUARE,Residential,Seattle,4C (Marine),1969,27627.0,7,Residential,0.92,Composite,Insulated Panels,0.37,Medium,Heat Pump,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_20834,REMI APTS,Residential,Seattle,4C (Marine),1996,54721.0,4,Residential,0.89,Composite,Masonry,0.47,Medium,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_387,PUGET SOUND PLAZA,Office,Seattle,4C (Marine),1960,552176.0,21,Office,0.79,Concrete,Window Wall,0.49,Low,District Heating,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_26116,SUMMIT ARMS,Residential,Seattle,4C (Marine),1908,27320.0,5,Residential,0.86,Glass-heavy facade,Curtain Wall,0.65,Low,District Heating,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_26008,PORTER APT,Residential,Seattle,4C (Marine),1917,26246.0,4,Residential,0.93,Glass-heavy facade,Curtain Wall,0.71,Low,High Efficiency HVAC,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_50653,HUXLEY APTS,Residential,Seattle,4C (Marine),2019,139356.0,7,Residential,0.95,Brick,Masonry,0.26,High,District Heating,LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_27117,N W WAREHOUSE,Mixed Use,Seattle,4C (Marine),1976,21040.0,1,Mixed Use,0.81,Brick,Masonry,0.29,High,District Heating,Smart LED,True,281.4,True,Platinum,Seattle Open Data (2020)
BLDG_22135,THE ARCHES APTS,Residential,Seattle,4C (Marine),1967,25174.0,3,Residential,0.96,Brick,Masonry,0.19,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_26479,LAKE UNION HOUSE THE CONDOMINIUM,Residential,Seattle,4C (Marine),1978,23101.0,4,Residential,0.94,Steel,Curtain Wall,0.38,High,Heat Pump,Smart LED,True,173.2,False,None,Seattle Open Data (2020)
BLDG_26019,WESTMONT CONDOMINIUM,Residential,Seattle,4C (Marine),2002,25800.0,6,Residential,0.95,Concrete,Masonry,0.27,Medium,District Heating,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_23510,SEAVIEW TERRACE CONDOMINIUM,Residential,Seattle,4C (Marine),1978,39888.0,4,Residential,0.9,Steel,Rain Screen,0.53,Low,Electric Resistance,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_190,WEBSTER ST BUILDING (CEDAR GROVE),Mixed Use,Seattle,4C (Marine),2007,64015.0,3,Mixed Use,0.91,Timber,Curtain Wall,0.33,Medium,Heat Pump,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_23789,HIGHLANDER THE CONDOMINIUM,Residential,Seattle,4C (Marine),1965,66150.0,11,Residential,0.95,Brick,Masonry,0.17,Medium,District Heating,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_23400,FRYE COMMERCE CENTER,Office,Seattle,4C (Marine),1988,27000.0,2,Office,0.87,Concrete,Rain Screen,0.54,High,Mixed System,LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_27880,LENAWEE APTS,Residential,Seattle,4C (Marine),1940,50356.0,5,Residential,0.96,Steel,Window Wall,0.39,High,High Efficiency HVAC,Smart LED,True,308.6,False,Gold,Seattle Open Data (2020)
