cost_id,building_id,estimated_construction_cost,actual_construction_cost,cost_overrun_amount,cost_overrun_percentage,contractor_name,project_start_date,planned_duration_days,delay_days,delay_reason,planned_completion_date,actual_duration_days,actual_completion_date,material_cost,labor_cost,equipment_cost,design_consulting_cost,permit_cost
COST_0265,BLDG_831,142570400.0,143882000.0,1311600.0,0.0092,Apex Builders,2013-08-05,383,0,None,2014-08-23,383,2014-08-23,62269300.0,52144800.0,14428200.0,7365700.0,7674000.0
COST_0266,BLDG_50074,12144200.0,13777600.0,1633400.0,0.1345,Pacific Structures,2013-04-24,217,89,Supply Chain Issue,2013-11-27,306,2014-02-24,6220700.0,5229700.0,1517500.0,910800.0,-101100.0
COST_0267,BLDG_562,84330100.0,85358900.0,1028800.0,0.0122,Cascade Building Group,2013-08-11,369,0,None,2014-08-15,369,2014-08-15,39308900.0,28149300.0,8880600.0,4294200.0,4725900.0
COST_0268,BLDG_20264,5509900.0,5513200.0,3300.0,0.0006,Cascade Building Group,2013-08-16,180,0,None,2014-02-12,180,2014-02-12,2386600.0,1877400.0,660500.0,339700.0,249000.0
COST_0269,BLDG_443,81230100.0,82204900.0,974800.0,0.012,Emerald City Construction,2013-03-12,399,0,None,2014-04-15,399,2014-04-15,39431200.0,28098200.0,8730000.0,5441700.0,503800.0
COST_0270,BLDG_49869,8866800.0,12502200.0,3635400.0,0.41,Emerald City Construction,2013-08-13,188,170,Design Change,2014-02-17,358,2014-08-06,5497100.0,4545200.0,1362700.0,848900.0,248300.0
COST_0271,BLDG_22046,90792200.0,90792200.0,0.0,0.0,Emerald City Construction,2013-01-04,493,0,None,2014-05-12,493,2014-05-12,39848400.0,33883300.0,10873000.0,5283100.0,904400.0
COST_0272,BLDG_351,232300500.0,266843600.0,34543100.0,0.1487,Pacific Structures,2013-05-06,798,117,Labor Shortage,2015-07-13,915,2015-11-07,118846800.0,88332600.0,27671300.0,16656000.0,15336900.0
COST_0273,BLDG_657,159578900.0,160121500.0,542600.0,0.0034,Apex Builders,2013-05-05,618,0,None,2015-01-13,618,2015-01-13,74408700.0,58095100.0,17386800.0,11052100.0,-821200.0
COST_0274,BLDG_19899,164818300.0,171773600.0,6955300.0,0.0422,Emerald City Construction,2013-05-25,733,24,Contractor Delay,2015-05-28,757,2015-06-21,81145100.0,64342500.0,15791700.0,10896000.0,-401700.0
COST_0275,BLDG_26835,8526600.0,8543700.0,17100.0,0.002,Pacific Structures,2013-10-26,230,0,None,2014-06-13,230,2014-06-13,3754400.0,2796200.0,866900.0,581200.0,545000.0
COST_0276,BLDG_49858,9968100.0,12704300.0,2736200.0,0.2745,Summit Contractors,2013-03-18,226,158,Material Shortage,2013-10-30,384,2014-04-06,5426300.0,4549500.0,1479800.0,809100.0,439600.0
COST_0277,BLDG_21568,20449300.0,23394000.0,2944700.0,0.144,Apex Builders,2013-10-02,263,95,Supply Chain Issue,2014-06-22,358,2014-09-25,10185000.0,7770200.0,2670000.0,1201500.0,1567300.0
COST_0278,BLDG_50329,27270600.0,27439700.0,169100.0,0.0062,Summit Contractors,2014-08-05,242,0,None,2015-04-04,242,2015-04-04,11663400.0,9507000.0,2531400.0,1480000.0,2257900.0
COST_0279,BLDG_20630,28717400.0,28717400.0,0.0,0.0,Cascade Building Group,2013-05-22,256,0,None,2014-02-02,256,2014-02-02,13147400.0,9408100.0,2707700.0,1976000.0,1478200.0
COST_0280,BLDG_19534,10763800.0,12023200.0,1259400.0,0.117,Cascade Building Group,2013-09-23,242,62,Supply Chain Issue,2014-05-23,304,2014-07-24,5584100.0,4340600.0,1368900.0,804200.0,-74600.0
COST_0281,BLDG_25080,11881500.0,12243900.0,362400.0,0.0305,Apex Builders,2013-05-05,192,20,Contractor Delay,2013-11-13,212,2013-12-03,5457800.0,4212900.0,1118900.0,715700.0,738600.0
COST_0282,BLDG_25128,5612800.0,5612800.0,0.0,0.0,Emerald City Construction,2013-10-09,180,0,None,2014-04-07,180,2014-04-07,2678200.0,1987100.0,648300.0,298700.0,500.0
COST_0283,BLDG_50482,18050400.0,18756200.0,705800.0,0.0391,Apex Builders,2016-09-02,236,19,Weather,2017-04-26,255,2017-05-15,8696300.0,6591200.0,2081000.0,996800.0,390900.0
COST_0284,BLDG_21181,9716000.0,11321100.0,1605100.0,0.1652,Emerald City Construction,2013-07-26,209,115,Material Shortage,2014-02-20,324,2014-06-15,5012800.0,4094200.0,974700.0,770900.0,468500.0
COST_0285,BLDG_610,29140000.0,29480900.0,340900.0,0.0117,Cascade Building Group,2013-01-20,244,0,None,2013-09-21,244,2013-09-21,12562800.0,11018000.0,3207200.0,1572000.0,1120900.0
COST_0286,BLDG_20577,14584500.0,14674900.0,90400.0,0.0062,Apex Builders,2013-02-26,237,0,None,2013-10-21,237,2013-10-21,6598200.0,4942300.0,1663700.0,847100.0,623600.0
COST_0287,BLDG_24541,12248100.0,12404900.0,156800.0,0.0128,Apex Builders,2013-09-12,246,0,None,2014-05-16,246,2014-05-16,5585100.0,4412500.0,1064000.0,843700.0,499600.0
COST_0288,BLDG_21182,10573000.0,10678700.0,105700.0,0.01,Emerald City Construction,2013-06-20,205,42,Permit Delay,2014-01-11,247,2014-02-22,4837800.0,3784800.0,1049700.0,541100.0,465300.0
COST_0289,BLDG_26708,12711900.0,16568700.0,3856800.0,0.3034,Cascade Building Group,2013-03-16,192,130,Design Change,2013-09-24,322,2014-02-01,7637300.0,5615300.0,1897200.0,1037400.0,381500.0
COST_0290,BLDG_20989,6107100.0,6129700.0,22600.0,0.0037,Cascade Building Group,2013-04-18,204,0,None,2013-11-08,204,2013-11-08,2671700.0,2145200.0,539100.0,349500.0,424200.0
COST_0291,BLDG_21712,5216600.0,5267700.0,51100.0,0.0098,Emerald City Construction,2013-05-25,180,0,None,2013-11-21,180,2013-11-21,2213200.0,1698400.0,516000.0,274700.0,565400.0
COST_0292,BLDG_50745,17877800.0,18533900.0,656100.0,0.0367,Emerald City Construction,2018-06-18,210,61,Permit Delay,2019-01-14,271,2019-03-16,8688100.0,6405600.0,1937000.0,1137100.0,366100.0
COST_0293,BLDG_404,23416700.0,23416700.0,0.0,0.0,Emerald City Construction,2013-06-25,238,0,None,2014-02-18,238,2014-02-18,10992100.0,7873400.0,1964400.0,1397900.0,1188900.0
COST_0294,BLDG_50495,22976900.0,24061400.0,1084500.0,0.0472,Cascade Building Group,2017-04-17,266,19,Weather,2018-01-08,285,2018-01-27,11421900.0,8947000.0,2129000.0,1250800.0,312700.0
COST_0295,BLDG_27504,6581100.0,6581100.0,0.0,0.0,Cascade Building Group,2013-02-21,180,0,None,2013-08-20,180,2013-08-20,3146700.0,2247200.0,649400.0,364200.0,173600.0
COST_0296,BLDG_26881,34645000.0,37371600.0,2726600.0,0.0787,Apex Builders,2013-10-23,299,55,Labor Shortage,2014-08-18,354,2014-10-12,16053000.0,12389900.0,3548300.0,2421900.0,2958500.0
COST_0297,BLDG_21180,15146900.0,15146900.0,0.0,0.0,Cascade Building Group,2013-08-19,204,0,None,2014-03-11,204,2014-03-11,6683300.0,5328400.0,1408500.0,986300.0,740400.0
COST_0298,BLDG_26731,8604400.0,8877200.0,272800.0,0.0317,Summit Contractors,2013-09-18,197,19,Weather,2014-04-03,216,2014-04-22,4181900.0,3272600.0,719500.0,550200.0,153000.0
COST_0299,BLDG_22831,5457600.0,5510000.0,52400.0,0.0096,Summit Contractors,2013-04-20,180,0,None,2013-10-17,180,2013-10-17,2623000.0,1880200.0,645300.0,287700.0,73800.0
COST_0300,BLDG_560,21106100.0,24286800.0,3180700.0,0.1507,Emerald City Construction,2013-06-26,232,132,Labor Shortage,2014-02-13,364,2014-06-25,10221600.0,9005800.0,2789500.0,1628700.0,641200.0
COST_0301,BLDG_677,137420200.0,138945600.0,1525400.0,0.0111,Emerald City Construction,2013-06-03,454,0,None,2014-08-31,454,2014-08-31,61587900.0,47181400.0,13297800.0,7427200.0,9451300.0
COST_0302,BLDG_49792,68548100.0,68548100.0,0.0,0.0,Emerald City Construction,2013-09-11,388,0,None,2014-10-04,388,2014-10-04,29256500.0,24960800.0,5981200.0,4415800.0,3933800.0
COST_0303,BLDG_514,44068400.0,44068400.0,0.0,0.0,Apex Builders,2013-05-14,313,0,None,2014-03-23,313,2014-03-23,20593500.0,14406600.0,3647200.0,2241000.0,3180100.0
COST_0304,BLDG_27231,24205000.0,28387600.0,4182600.0,0.1728,Summit Contractors,2013-02-22,252,118,Labor Shortage,2013-11-01,370,2014-02-27,13195300.0,9190000.0,2410900.0,1607800.0,1983600.0
COST_0305,BLDG_20710,5755800.0,6129900.0,374100.0,0.065,Summit Contractors,2013-03-08,180,48,Weather,2013-09-04,228,2013-10-22,2852000.0,2232800.0,638000.0,365100.0,42000.0
COST_0306,BLDG_25427,8845000.0,8964400.0,119400.0,0.0135,Cascade Building Group,2013-03-05,215,0,None,2013-10-06,215,2013-10-06,3974900.0,3066800.0,980300.0,453200.0,489200.0
COST_0307,BLDG_650,26214100.0,26214100.0,0.0,0.0,Summit Contractors,2013-04-04,224,0,None,2013-11-14,224,2013-11-14,11648900.0,9006600.0,2261100.0,1400600.0,1896900.0
COST_0308,BLDG_20007,11929300.0,11934100.0,4800.0,0.0004,Cascade Building Group,2013-02-24,226,0,None,2013-10-08,226,2013-10-08,5199800.0,4230000.0,1008600.0,672800.0,822900.0
COST_0309,BLDG_799,16578200.0,17480100.0,901900.0,0.0544,Apex Builders,2013-03-20,199,57,Contractor Delay,2013-10-05,256,2013-12-01,7720100.0,6628700.0,1881600.0,1217500.0,32200.0
COST_0310,BLDG_27928,7836500.0,9082500.0,1246000.0,0.159,Emerald City Construction,2013-06-09,180,118,Labor Shortage,2013-12-06,298,2014-04-03,4350400.0,2999900.0,914400.0,595700.0,222100.0
COST_0311,BLDG_27301,35879900.0,36073700.0,193800.0,0.0054,Emerald City Construction,2013-12-04,266,0,None,2014-08-27,266,2014-08-27,15251700.0,12192600.0,3422400.0,2410200.0,2796800.0
COST_0312,BLDG_19988,6990100.0,7078900.0,88800.0,0.0127,Cascade Building Group,2013-03-05,194,0,None,2013-09-15,194,2013-09-15,3110800.0,2540800.0,771600.0,448500.0,207200.0
COST_0313,BLDG_39673,6963100.0,8517300.0,1554200.0,0.2232,Pacific Structures,2013-09-17,180,129,Material Shortage,2014-03-16,309,2014-07-23,3980900.0,3083800.0,836600.0,475700.0,140300.0
COST_0314,BLDG_23284,47069200.0,47069200.0,0.0,0.0,Cascade Building Group,2013-05-27,361,0,None,2014-05-23,361,2014-05-23,20848900.0,17056400.0,4641300.0,3021300.0,1501300.0
COST_0315,BLDG_26246,15151900.0,17239800.0,2087900.0,0.1378,Apex Builders,2013-04-21,245,76,Material Shortage,2013-12-22,321,2014-03-08,8223400.0,6132600.0,1390000.0,1094300.0,399500.0
COST_0316,BLDG_25416,35807000.0,35807000.0,0.0,0.0,Summit Contractors,2013-07-07,280,0,None,2014-04-13,280,2014-04-13,15752500.0,12722100.0,3317200.0,2227200.0,1788000.0
COST_0317,BLDG_20164,6688400.0,6688400.0,0.0,0.0,Cascade Building Group,2013-07-17,218,0,None,2014-02-20,218,2014-02-20,3150100.0,2199700.0,536400.0,374300.0,427900.0
COST_0318,BLDG_21537,11254000.0,11313600.0,59600.0,0.0053,Apex Builders,2013-09-15,204,0,None,2014-04-07,204,2014-04-07,5305000.0,4186900.0,1323200.0,625200.0,-126700.0
COST_0319,BLDG_25866,5959500.0,6475000.0,515500.0,0.0865,Emerald City Construction,2013-07-15,218,80,Permit Delay,2014-02-18,298,2014-05-09,2723100.0,2075500.0,594100.0,367300.0,715000.0
COST_0320,BLDG_28048,11720700.0,11751200.0,30500.0,0.0026,Pacific Structures,2013-04-04,210,0,None,2013-10-31,210,2013-10-31,5219600.0,4054800.0,1024900.0,661000.0,790900.0
COST_0321,BLDG_24430,11369400.0,14812100.0,3442700.0,0.3028,Pacific Structures,2013-02-22,231,125,Design Change,2013-10-11,356,2014-02-13,6470500.0,4931300.0,1238800.0,763700.0,1407800.0
COST_0322,BLDG_50371,48700200.0,49411200.0,711000.0,0.0146,Cascade Building Group,2015-12-10,359,0,None,2016-12-03,359,2016-12-03,22174600.0,16120900.0,4045100.0,3263400.0,3807200.0
COST_0323,BLDG_658,98158700.0,112804000.0,14645300.0,0.1492,Summit Contractors,2013-03-15,430,78,Material Shortage,2014-05-19,508,2014-08-05,50509800.0,38259700.0,13022100.0,6473300.0,4539100.0
COST_0324,BLDG_23805,5046500.0,5680800.0,634300.0,0.1257,Cascade Building Group,2013-01-21,208,86,Supply Chain Issue,2013-08-17,294,2013-11-11,2694600.0,2041900.0,492800.0,364300.0,87200.0
COST_0325,BLDG_386,95544500.0,99691100.0,4146600.0,0.0434,Pacific Structures,2013-06-27,451,22,Permit Delay,2014-09-21,473,2014-10-13,42968300.0,34874400.0,10437600.0,5542700.0,5868100.0
COST_0326,BLDG_33254,63475700.0,63475700.0,0.0,0.0,Pacific Structures,2013-05-21,381,0,None,2014-06-06,381,2014-06-06,27353700.0,23639100.0,6731500.0,3938100.0,1813300.0
COST_0327,BLDG_708,79978600.0,102580600.0,22602000.0,0.2826,Emerald City Construction,2013-12-26,388,165,Material Shortage,2015-01-18,553,2015-07-02,43749000.0,36516800.0,9509400.0,5200200.0,7605200.0
COST_0328,BLDG_27844,6001700.0,6002900.0,1200.0,0.0002,Summit Contractors,2013-11-14,188,0,None,2014-05-21,188,2014-05-21,2787300.0,2012100.0,680300.0,312900.0,210300.0
COST_0329,BLDG_26282,11583300.0,11583300.0,0.0,0.0,Summit Contractors,2013-08-14,244,0,None,2014-04-15,244,2014-04-15,5502900.0,4064700.0,1025800.0,663600.0,326300.0
COST_0330,BLDG_25659,13188100.0,13304200.0,116100.0,0.0088,Pacific Structures,2013-10-01,212,0,None,2014-05-01,212,2014-05-01,5881900.0,4438900.0,1102400.0,736700.0,1144300.0
COST_0331,BLDG_21852,10042800.0,10042800.0,0.0,0.0,Pacific Structures,2013-08-11,243,0,None,2014-04-11,243,2014-04-11,4255200.0,3321300.0,831000.0,573100.0,1062200.0
COST_0332,BLDG_50639,50858600.0,51367200.0,508600.0,0.01,Cascade Building Group,2018-07-17,316,0,None,2019-05-29,316,2019-05-29,22055100.0,19380900.0,4726700.0,3524500.0,1680000.0
COST_0333,BLDG_25853,14033700.0,15606900.0,1573200.0,0.1121,Cascade Building Group,2013-09-04,204,81,Material Shortage,2014-03-27,285,2014-06-16,6650800.0,5432500.0,1537700.0,803400.0,1182500.0
COST_0334,BLDG_21438,13002700.0,13006600.0,3900.0,0.0003,Emerald City Construction,2013-07-03,205,0,None,2014-01-24,205,2014-01-24,5925000.0,4670300.0,1368000.0,770700.0,272600.0
COST_0335,BLDG_50897,7724900.0,7734200.0,9300.0,0.0012,Pacific Structures,2019-08-20,197,0,None,2020-03-04,197,2020-03-04,3379400.0,2880300.0,844200.0,417400.0,212900.0
COST_0336,BLDG_21745,33587600.0,34830300.0,1242700.0,0.037,Cascade Building Group,2013-02-18,313,21,Labor Shortage,2013-12-28,334,2014-01-18,16504200.0,11819000.0,3035400.0,1989400.0,1482300.0
COST_0337,BLDG_29214,11339900.0,12089500.0,749600.0,0.0661,Emerald City Construction,2013-08-24,200,37,Weather,2014-03-12,237,2014-04-18,5195300.0,4441000.0,1297900.0,768200.0,387100.0
COST_0338,BLDG_25069,12772600.0,12895200.0,122600.0,0.0096,Summit Contractors,2013-01-06,224,0,None,2013-08-18,224,2013-08-18,6135700.0,4736800.0,1125800.0,895700.0,1200.0
COST_0339,BLDG_23017,13576200.0,14469500.0,893300.0,0.0658,Pacific Structures,2013-09-25,194,46,Labor Shortage,2014-04-07,240,2014-05-23,6366100.0,5345600.0,1734700.0,924500.0,98600.0
COST_0340,BLDG_50695,14864900.0,17861700.0,2996800.0,0.2016,Apex Builders,2018-02-08,210,139,Supply Chain Issue,2018-09-06,349,2019-01-23,8431400.0,5918800.0,2114200.0,1209200.0,188100.0
COST_0341,BLDG_50018,20164200.0,22426600.0,2262400.0,0.1122,Pacific Structures,2013-08-20,225,35,Design Change,2014-04-02,260,2014-05-07,10696100.0,8472100.0,1886000.0,1187400.0,185000.0
COST_0342,BLDG_20017,7738300.0,7790900.0,52600.0,0.0068,Cascade Building Group,2013-04-21,235,0,None,2013-12-12,235,2013-12-12,3733300.0,2621500.0,827400.0,417800.0,190900.0
COST_0343,BLDG_25617,8890300.0,10158100.0,1267800.0,0.1426,Pacific Structures,2013-11-10,219,97,Material Shortage,2014-06-17,316,2014-09-22,4756200.0,3724000.0,1179700.0,686000.0,-187800.0
COST_0344,BLDG_577,23386500.0,24562800.0,1176300.0,0.0503,Apex Builders,2013-07-01,222,20,Weather,2014-02-08,242,2014-02-28,10466200.0,8099300.0,2044300.0,1526600.0,2426400.0
COST_0345,BLDG_50458,19160700.0,19407900.0,247200.0,0.0129,Pacific Structures,2016-11-09,247,0,None,2017-07-14,247,2017-07-14,8215800.0,7286800.0,1648900.0,1277900.0,978500.0
COST_0346,BLDG_607,10998900.0,12565100.0,1566200.0,0.1424,Cascade Building Group,2013-03-11,215,99,Material Shortage,2013-10-12,314,2014-01-19,5835000.0,4343400.0,1179600.0,684300.0,522800.0
COST_0347,BLDG_27042,68795400.0,81213000.0,12417600.0,0.1805,Summit Contractors,2013-04-23,415,114,Material Shortage,2014-06-12,529,2014-10-04,38480500.0,29246400.0,6808000.0,4626900.0,2051200.0
COST_0348,BLDG_22681,9086000.0,9146000.0,60000.0,0.0066,Cascade Building Group,2013-05-21,221,0,None,2013-12-28,221,2013-12-28,3932400.0,3393300.0,1055700.0,472100.0,292500.0
COST_0349,BLDG_27260,39847000.0,39847000.0,0.0,0.0,Emerald City Construction,2013-01-18,347,0,None,2013-12-31,347,2013-12-31,18985700.0,13426200.0,4583300.0,2706100.0,145700.0
COST_0350,BLDG_552,49931500.0,49931500.0,0.0,0.0,Cascade Building Group,2013-05-18,316,0,None,2014-03-30,316,2014-03-30,22799400.0,17143500.0,5889300.0,3451600.0,647700.0
COST_0351,BLDG_24072,6539900.0,6973500.0,433600.0,0.0663,Emerald City Construction,2013-01-26,211,34,Labor Shortage,2013-08-25,245,2013-09-28,2980800.0,2362600.0,615100.0,468300.0,546700.0
COST_0352,BLDG_413,44788600.0,44788600.0,0.0,0.0,Pacific Structures,2013-03-11,319,0,None,2014-01-24,319,2014-01-24,19260100.0,15092500.0,3664300.0,2631000.0,4140700.0
COST_0353,BLDG_50158,75736000.0,95404600.0,19668600.0,0.2597,Emerald City Construction,2014-01-26,419,160,Material Shortage,2015-03-21,579,2015-08-28,40447500.0,33450600.0,9329200.0,5421100.0,6756200.0
COST_0354,BLDG_220,67535800.0,68157100.0,621300.0,0.0092,Pacific Structures,2013-08-24,376,0,None,2014-09-04,376,2014-09-04,29211700.0,24046100.0,7853200.0,4038400.0,3007700.0
COST_0355,BLDG_575,39835600.0,43938700.0,4103100.0,0.103,Emerald City Construction,2013-08-23,221,72,Material Shortage,2014-04-01,293,2014-06-12,20384400.0,14262900.0,4637200.0,2757300.0,1896900.0
COST_0356,BLDG_21719,6507200.0,7765700.0,1258500.0,0.1934,Cascade Building Group,2013-07-02,180,128,Material Shortage,2013-12-29,308,2014-05-06,3363500.0,2798700.0,931400.0,455300.0,216800.0
COST_0357,BLDG_50680,35678100.0,35885000.0,206900.0,0.0058,Apex Builders,2015-09-07,314,0,None,2016-07-17,314,2016-07-17,16281000.0,12387500.0,4170800.0,2096800.0,948900.0
COST_0358,BLDG_50169,8340700.0,8340700.0,0.0,0.0,Pacific Structures,2014-05-20,194,0,None,2014-11-30,194,2014-11-30,3864000.0,3114200.0,798300.0,488900.0,75300.0
COST_0359,BLDG_27431,15520400.0,15663200.0,142800.0,0.0092,Emerald City Construction,2013-08-21,238,0,None,2014-04-16,238,2014-04-16,7419900.0,5844400.0,1277800.0,1016400.0,104700.0
COST_0360,BLDG_27625,8609800.0,10188000.0,1578200.0,0.1833,Apex Builders,2013-06-20,181,124,Material Shortage,2013-12-18,305,2014-04-21,4639600.0,3700300.0,817100.0,669700.0,361300.0
COST_0361,BLDG_27299,11027000.0,11027000.0,0.0,0.0,Emerald City Construction,2013-02-07,195,0,None,2013-08-21,195,2013-08-21,5008300.0,4093500.0,1166300.0,743300.0,15600.0
COST_0362,BLDG_21244,13918900.0,14794400.0,875500.0,0.0629,Emerald City Construction,2013-12-18,215,24,Contractor Delay,2014-07-21,239,2014-08-14,7023900.0,5553100.0,1725500.0,811600.0,-319700.0
COST_0363,BLDG_26523,9929900.0,10290400.0,360500.0,0.0363,Emerald City Construction,2013-11-12,243,22,Contractor Delay,2014-07-13,265,2014-08-04,4504000.0,3649400.0,1006100.0,546900.0,584000.0
COST_0364,BLDG_19510,19479900.0,19520800.0,40900.0,0.0021,Cascade Building Group,2013-07-07,249,0,None,2014-03-13,249,2014-03-13,8437300.0,7385000.0,2244300.0,1110800.0,343400.0
COST_0365,BLDG_51,51293800.0,60136900.0,8843100.0,0.1724,Emerald City Construction,2013-01-10,330,118,Labor Shortage,2013-12-06,448,2014-04-03,28406700.0,22691100.0,6174200.0,3512500.0,-647600.0
COST_0366,BLDG_50325,104818900.0,106223500.0,1404600.0,0.0134,Apex Builders,2014-10-12,468,0,None,2016-01-23,468,2016-01-23,45088800.0,34691800.0,8914400.0,6802300.0,10726200.0
COST_0367,BLDG_22166,10689400.0,11568100.0,878700.0,0.0822,Emerald City Construction,2013-03-03,236,61,Contractor Delay,2013-10-25,297,2013-12-25,4990300.0,4064600.0,1294800.0,753800.0,464600.0
COST_0368,BLDG_27266,21387700.0,21614400.0,226700.0,0.0106,Summit Contractors,2013-11-06,240,0,None,2014-07-04,240,2014-07-04,9611400.0,7065100.0,2155000.0,1506200.0,1276700.0
COST_0369,BLDG_50037,159866800.0,161369500.0,1502700.0,0.0094,Pacific Structures,2013-11-03,573,0,None,2015-05-30,573,2015-05-30,71272900.0,58262100.0,13239200.0,9289100.0,9306200.0
COST_0370,BLDG_21314,17100400.0,17100400.0,0.0,0.0,Cascade Building Group,2013-12-15,223,0,None,2014-07-26,223,2014-07-26,7906600.0,6257300.0,1925200.0,992700.0,18600.0
COST_0371,BLDG_49725,133558000.0,163381500.0,29823500.0,0.2233,Summit Contractors,2013-09-21,396,159,Material Shortage,2014-10-22,555,2015-03-30,69520200.0,60954500.0,18022000.0,9940400.0,4944400.0
COST_0372,BLDG_26730,9944600.0,9953600.0,9000.0,0.0009,Summit Contractors,2013-06-06,236,0,None,2014-01-28,236,2014-01-28,4465500.0,3573300.0,978400.0,661000.0,275400.0
COST_0373,BLDG_20921,9835100.0,9981600.0,146500.0,0.0149,Apex Builders,2013-08-26,234,0,None,2014-04-17,234,2014-04-17,4676500.0,3466000.0,806300.0,631000.0,401800.0
COST_0374,BLDG_25856,12733900.0,12852300.0,118400.0,0.0093,Apex Builders,2013-11-19,221,0,None,2014-06-28,221,2014-06-28,5924900.0,4233000.0,1206500.0,789800.0,698100.0
COST_0375,BLDG_21897,6415100.0,6415100.0,0.0,0.0,Cascade Building Group,2013-09-23,182,0,None,2014-03-24,182,2014-03-24,2937500.0,2101000.0,624800.0,403900.0,347900.0
COST_0376,BLDG_19890,12289800.0,13488100.0,1198300.0,0.0975,Cascade Building Group,2013-11-16,248,54,Material Shortage,2014-07-22,302,2014-09-14,5858700.0,4709200.0,1168200.0,799700.0,952300.0
COST_0377,BLDG_49785,20487700.0,20487700.0,0.0,0.0,Pacific Structures,2013-06-27,239,0,None,2014-02-21,239,2014-02-21,9088700.0,7579500.0,1770900.0,1335400.0,713200.0
COST_0378,BLDG_49687,17221300.0,17221300.0,0.0,0.0,Emerald City Construction,2013-01-16,228,0,None,2013-09-01,228,2013-09-01,7419700.0,6286500.0,1492700.0,887000.0,1135400.0
COST_0379,BLDG_26425,7462000.0,7562000.0,100000.0,0.0134,Cascade Building Group,2013-04-21,226,45,Permit Delay,2013-12-03,271,2014-01-17,3406900.0,2819500.0,717100.0,455100.0,163400.0
COST_0380,BLDG_21278,9324800.0,9483300.0,158500.0,0.017,Cascade Building Group,2013-12-18,215,35,Permit Delay,2014-07-21,250,2014-08-25,4315400.0,3496100.0,1068800.0,627100.0,-24100.0
COST_0381,BLDG_144,77612300.0,82253500.0,4641200.0,0.0598,Emerald City Construction,2013-01-18,334,24,Contractor Delay,2013-12-18,358,2014-01-11,37661500.0,27335100.0,9078700.0,4610300.0,3567900.0
COST_0382,BLDG_24351,21319700.0,25359800.0,4040100.0,0.1895,Pacific Structures,2013-08-26,239,138,Material Shortage,2014-04-22,377,2014-09-07,11984000.0,8419900.0,2039000.0,1695800.0,1221100.0
COST_0383,BLDG_23595,8847200.0,9629300.0,782100.0,0.0884,Apex Builders,2013-06-10,184,53,Supply Chain Issue,2013-12-11,237,2014-02-02,4080000.0,3346000.0,774100.0,632200.0,797000.0
COST_0384,BLDG_26746,5992200.0,6711900.0,719700.0,0.1201,Pacific Structures,2013-02-09,180,99,Labor Shortage,2013-08-08,279,2013-11-15,2975400.0,2224800.0,557800.0,413500.0,540400.0
COST_0385,BLDG_62,37058300.0,37740200.0,681900.0,0.0184,Emerald City Construction,2013-08-04,260,25,Weather,2014-04-21,285,2014-05-16,17189100.0,12501400.0,3723600.0,2077300.0,2248800.0
COST_0386,BLDG_20564,20390800.0,21367500.0,976700.0,0.0479,Apex Builders,2013-11-10,273,39,Permit Delay,2014-08-10,312,2014-09-18,9705300.0,7180900.0,2469100.0,1436400.0,575800.0
COST_0387,BLDG_50188,27633300.0,27906900.0,273600.0,0.0099,Apex Builders,2014-07-19,250,0,None,2015-03-26,250,2015-03-26,11757200.0,8968000.0,2436000.0,1412100.0,3333600.0
COST_0388,BLDG_50048,54883300.0,65530700.0,10647400.0,0.194,Apex Builders,2013-06-16,304,134,Supply Chain Issue,2014-04-16,438,2014-08-28,28267200.0,23216300.0,6492200.0,4053100.0,3501900.0
COST_0389,BLDG_50272,4914200.0,4914200.0,0.0,0.0,Pacific Structures,2013-03-26,212,0,None,2013-10-24,212,2013-10-24,2313300.0,1689500.0,401100.0,322600.0,187700.0
COST_0390,BLDG_50338,10726700.0,10972300.0,245600.0,0.0229,Emerald City Construction,2014-03-13,190,49,Weather,2014-09-19,239,2014-11-07,4947700.0,3667400.0,886700.0,655100.0,815400.0
COST_0391,BLDG_19884,73061700.0,73083600.0,21900.0,0.0003,Pacific Structures,2013-12-27,464,0,None,2015-04-05,464,2015-04-05,32508600.0,23975300.0,5868600.0,3804500.0,6926600.0
COST_0392,BLDG_122,17056000.0,17056000.0,0.0,0.0,Pacific Structures,2013-09-22,230,0,None,2014-05-10,230,2014-05-10,8084700.0,5924400.0,1867100.0,1137300.0,42500.0
COST_0393,BLDG_37248,21300900.0,21513900.0,213000.0,0.01,Summit Contractors,2013-08-04,248,16,Weather,2014-04-09,264,2014-04-25,9132600.0,7661500.0,1741600.0,1466900.0,1511300.0
COST_0394,BLDG_702,18720200.0,18987900.0,267700.0,0.0143,Cascade Building Group,2013-04-08,229,0,None,2013-11-23,229,2013-11-23,9025700.0,7185000.0,1727000.0,1163300.0,-113100.0
COST_0395,BLDG_50887,47367600.0,56609000.0,9241400.0,0.1951,Pacific Structures,2020-07-21,342,111,Material Shortage,2021-06-28,453,2021-10-17,23870100.0,18977000.0,5989300.0,3721700.0,4050900.0
COST_0396,BLDG_20073,10269700.0,14974200.0,4704500.0,0.4581,Summit Contractors,2013-02-22,218,192,Design Change,2013-09-28,410,2014-04-08,6794700.0,4815400.0,1568500.0,931600.0,864000.0
COST_0397,BLDG_371,113050500.0,114282800.0,1232300.0,0.0109,Emerald City Construction,2013-01-23,492,0,None,2014-05-30,492,2014-05-30,51805000.0,41617300.0,9394700.0,7024500.0,4441300.0
